filenameΓtextΓdateΓlemmaΓclean_lem
   Seis pichadores são detidos durante o fim de semana em SP  Desde 1º de janeiro, 60 pichadores foram detidos na capital paulista, segundo levantamento da GCM    2/02/2017  Desde a última sexta-feira (10), seis pichadores foram detidos na capital paulista em ações da Guarda Civil Metropolitana (GCM) e Polícia Militar.  Com as novas prisões, chega a 70 apenas neste inicio de ano o número de pessoas levadas a delegacias da cidade por pichações em imóveis públicos e privados. No total, entre sexta e domingo, foram registradas cinco ocorrências nas regiões da Barra Funda, Casa Verde, Belenzinho e no Centro da cidade, envolvendo três mulheres e três homens. Todos foram encaminhados a distritos policiais e liberados após a assinatura dos Termos Circunstanciados. A Prefeitura de São Paulo vai continuar os esforços para o combate à pichação, um crime ambiental que danifica o patrimônio da cidade, inclusive edifícios e monumentos tombados, com valor histórico. Por isso, todos os pichadores estão sendo alvo de ações civis públicas movidas pela prefeitura para que sejam condenados a ressarcir os danos causados ao patrimônio público. É importante ressaltar que grafite e pichação estão recebendo tratamentos diferenciados pela Prefeitura. Os pontos de grafite serão ampliados. A intenção é valorizar essa modalidade de arte urbana com a criação de cursos e oficinas para estimular que pichadores adotem o grafite e passem a atuar em locais permitidos. Secom
"Γ2/02/2017Γseis pichador ser deter durante o fim de semana em SP desde 1º de janeiro , 60 pichador ser deter em o capital paulista , segundo levantamento de o GCM 2/02/2017 desde o último sexta-feira ( 10 ) , seis pichador ser deter em o capital paulista em ação de o Guarda Civil Metropolitana ( GCM ) e Polícia Militar . com o novo prisão , chegar a 70 apenas em este inicio de ano o número de pessoa levar a delegacia de o cidade por pichação em imóvel público e privar . em o total , entre sexta e domingo , ser registrar cinco ocorrência em o região de o Barra Funda , Casa Verde , Belenzinho e em o Centro de o cidade , envolver três mulher e três homem . todo ser encaminhar a distrito policial e liberar após o assinatura de o Termos Circunstanciados . o Prefeitura de São Paulo ir continuar o esforço para o combate a o pichação , um crime ambiental que danificar o patrimônio de o cidade , inclusive edifício e monumento tombar , com valor histórico . por isso , todo o pichador estar ser alvo de ação civil público mover por o prefeitura para que ser condenar a ressarcir o dano causar a o patrimônio público . ser importante ressaltar que grafite e pichação estar receber tratamento diferenciar por o prefeitura . o ponto de grafite ser ampliar . o intenção ser valorizar esse modalidade de arte urbano com o criação de curso e oficina para estimular que pichador adotar o grafite e passar a atuar em local permitir . secomΓseis pichador ser deter durante fim semana sp desde janeiro pichador ser deter capital paulista segundo levantamento gcm desde ultimo seis pichador ser deter capital paulista acao guarda civil metropolitana gcm policia militar novo prisao chegar apenas inicio ano numero pessoa levar delegacia pichacao imovel publico privar total ser registrar cinco ocorrencia regiao barra funda casa verde belenzinho centro envolver tres mulher tres homem todo ser encaminhar distrito policial liberar apos assinatura termos circunstanciados ir continuar esforco combate pichacao crime ambiental danificar patrimonio inclusive edificio monumento tombar valor historico todo pichador estar ser alvo acao civil publico mover ser condenar ressarcir dano causar patrimonio publico ser importante ressaltar grafite pichacao estar receber tratamento diferenciar ponto grafite ser ampliar intencao ser valorizar modalidade arte urbano criacao curso oficina estimular pichador adotar grafite passar atuar permitir secom
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\seguranca_urbana-guarda_civil\2017-02-02-6-58.txtΓ"








       Mais dois pichadores são presos em flagrante pela Guarda Civil Metropolitana    2/02/2017  A ocorrência foi registrada na manhã deste domingo (12), após a Central de Telecomunicações e Videomonitoramento da GCM (CETEL) receber denúncia de munícipe que passava pelo Viaduto Guadalajara, região do Belém, zona leste da cidade. Com a chegada de uma equipe da Inspetoria Regional da Mooca, um homem e uma mulher foram detidos em flagrante com pincéis e tintas. A ocorrência foi registrada no 8º DP.
"Γ2/02/2017Γmais dois pichador ser prender em flagrante por o Guarda Civil Metropolitana 2/02/2017 o ocorrência ser registrar em o manhã de este domingo ( 12 ) , após o Central de Telecomunicações e Videomonitoramento de o GCM ( CETEL ) receber denúncia de munícipe que passar por o Viaduto Guadalajara , região de o Belém , zona leste de o cidade . com o chegada de um equipe de o Inspetoria Regional de o Mooca , um homem e um mulher ser deter em flagrante com pincel e tinta . o ocorrência ser registrar em o 8º DP.Γdois pichador ser prender flagrante guarda civil metropolitana ocorrencia ser registrar manha apos central telecomunicacoes videomonitoramento gcm cetel receber denuncia municipe passar viaduto guadalajara regiao belem zona leste chegada equipe inspetoria regional mooca homem mulher ser deter flagrante pincel tinta ocorrencia ser registrar dp
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\seguranca_urbana-guarda_civil\2017-02-04-6-56.txtΓ"








       Subcomando apresenta novo comando e regentes do Corpo Musical da GCM    4/02/2017  Na última segunda-feira (13), a subcomandante da GCM, Inspetora de Agrupamento Lídia Maria de Gouvêa, apresentou o novo comando e os regentes do Corpo Musical da Guarda Civil Metropolitana. A Inspetora de Divisão Geneucy Bezerra será a comandante do corpo musical; o Subinspetor Davi Bastos atuará como maestro titular do coral, tendo como maestrina auxiliar a CE Rosângela Franco. A banda da GCM será regida pelo Subinspetor Valdyr Filho, maestro titular e o CD Marcus Johnny, maestro auxiliar.
 
"Γ4/02/2017Γsubcomar apresentar novo comando e regente de o Corpo Musical de o GCM 4/02/2017 em o último segunda-feira ( 13 ) , o subcomandante de o GCM , Inspetora de Agrupamento Lídia Maria de Gouvêa , apresentar o novo comando e o regente de o Corpo Musical de o Guarda Civil Metropolitana . o Inspetora de Divisão Geneucy Bezerra ser o comandante de o corpo musical ; o Subinspetor Davi Bastos atuar como maestro titular de o coral , ter como maestrina auxiliar o CE Rosângela Franco . o banda de o GCM ser regidir por o Subinspetor Valdyr Filho , maestro titular e o cd Marcus Johnny , maestro auxiliar .Γsubcomar apresentar novo comando regente corpo musical gcm ultimo subcomandante gcm inspetora agrupamento lidia maria gouvea apresentar novo comando regente corpo musical guarda civil metropolitana inspetora divisao geneucy bezerra ser comandante corpo musical subinspetor davi bastos atuar maestro titular coral ter maestrina auxiliar ce rosangela franco banda gcm ser regidir subinspetor valdyr filho maestro titular cd marcus johnny maestro auxiliar
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\seguranca_urbana-guarda_civil\2017-02-04-7-61.txtΓ"








   GCMs recebem elogio por se destacarem em suas atribuições  A publicação em Diário Oficial foi no último dia 27/01

    4/02/2017  A nota de elogio foi para os servidores que se destacaram em suas atribuições, pela eficiência e profissionalismo demonstrados em suas ações em toda a cidade, voltadas aos programas de proteção: Escolar, Ambiental, Patrimônio, Agentes Públicos, Pessoas em Situação de Rua e Controle do Espaço Público, além de programas sociais. A Guarda Civil Metropolitana também recebeu da Câmara Municipal de São Paulo, voto de júbilo e congratulações pela inauguração de mais uma inspetoria na cidade, a Regional da Penha, que começou suas atividades em 27/12/2016. Confira a relação de homenageados no Diário Oficial do município, páginas 21 e 22. 
"Γ4/02/2017Γgcm receber elogio por se destacar em seu atribuição o publicação em Diário Oficial ser em o último dia 27/01 4/02/2017 o nota de elogio ser para o servidor que se destacar em seu atribuição , por o eficiência e profissionalismo demonstrar em seu ação em todo o cidade , voltar a o programa de proteção : Escolar , Ambiental , Patrimônio , Agentes Públicos , Pessoas em situação de Rua e Controle de o Espaço Público , além de programa social . o Guarda Civil Metropolitana também receber de o Câmara Municipal de São Paulo , voto de júbilo e congratulação por o inauguração de mais um inspetoria em o cidade , o Regional de o Penha , que começar seu atividade em 27/12/2016 . conferir o relação de homenagear em o Diário Oficial de o município , página 21 e 22.Γgcm receber elogio destacar atribuicao publicacao diario oficial ser ultimo dia nota elogio ser servidor destacar atribuicao eficiencia profissionalismo demonstrar acao todo voltar programa protecao escolar ambiental patrimonio agentes publicos pessoas situacao rua controle espaco publico alem programa social guarda civil metropolitana tambem receber camara municipal voto jubilo congratulacao inauguracao inspetoria regional penha comecar atividade conferir relacao homenagear diario oficial pagina
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\seguranca_urbana-guarda_civil\2017-02-05-6-55.txtΓ"








   Subcomando promove o primeiro encontro pedagógico das ações comunitárias da GCM    5/02/2017  A Coordenadoria de Ações Comunitárias promoveu na terça-feira, 14, no auditório do Comando Geral, o primeiro encontro pedagógico das Ações Comunitárias da GCM com a participação dos guardas civis educadores que atuam em toda a cidade e dos colaboradores do A.A., Alcoólicos Anônimos e Al-Anon, uma associação de parentes e amigos de alcoólicos que compartilham experiências. A Ação Comunitária Criança Sob Nossa Guarda desenvolve atividades educativas, por meio da ludicidade, levando os temas propostos a uma ampla rede sócio-educativa na cidade de São Paulo. As atividades interativas com as crianças são realizadas, principalmente, através de bonecos e do teatro de fantoches. O GEPAD, Grupos de Educação e Prevenção às Drogas, desenvolve atividades de sensibilização e prevenção ao uso de drogas, capacitando professores e pais para atuarem na orientação e prevenção primária. O grupo também promove palestras e eventos nas unidades escolares, possibilitando que o assunto seja compartilhado com alunos e a comunidade local. No encontro, foram discutidos temas como violência doméstica e o olhar à criança vitimada; o uso de álcool e a doença do alcoolismo; Criança Sob Nossa Guarda e as novas tendências do TOP 20 nas escolas e a experiência na participação dos Grupos de Educação e Prevenção às Drogas, no Simpósio GREA, realizado no Hospital das Clínicas. Também foi apresentada a nova personagem das atividades do Criança sob nossa Guarda, a Lidinha. Participaram do encontro a subcomandante da GCM, Inspetora de Agrupamento Lídia Maria de Gouvêa e o comandante superintendente de planejamento, Inspetor Superintendente Euclides Conradim.  
"Γ5/02/2017Γsubcomar promover o primeiro encontro pedagógico de o ação comunitário de o GCM 5/02/2017 o Coordenadoria de Ações Comunitárias promover em o terça-feira , 14 , em o auditório de o Comando Geral , o primeiro encontro pedagógico de o Ações Comunitárias de o GCM com o participação de o guarda civil educador que atuar em todo o cidade e de o colaborador de o A.A. , Alcoólicos Anônimos e Al-Anon , um associação de parente e amigo de alcoólico que compartilhar experiência . o Ação Comunitária Criança sob Nossa Guarda desenvolver atividade educativo , por meio de o ludicidade , levar o tema propor a um amplo rede sócio-educativo em o cidade de São Paulo . o atividade interativo com o criança ser realizar , principalmente , através de boneco e de o teatro de fantoche . o GEPAD , Grupos de Educação e Prevenção a o Drogas , desenvolver atividade de sensibilização e prevenção a o uso de droga , capacitar professor e pai para atuar em o orientação e prevenção primária . o grupo também promover palestra e evento em o unidade escolar , possibilitar que o assunto ser compartilhar com aluno e o comunidade local . em o encontro , ser discutir tema como violência doméstico e o olhar a o criança vitimar ; o uso de álcool e o doença de o alcoolismo ; Criança sob Nossa Guarda e o novo tendência de o TOP 20 em o escola e o experiência em o participação de o Grupos de Educação e Prevenção a o Drogas , em o Simpósio GREA , realizar em o Hospital de o Clínicas . também ser apresentar o novo personagem de o atividade de o Criança sob nosso Guarda , o Lidinha . participar de o encontro o subcomandante de o GCM , Inspetora de Agrupamento Lídia Maria de Gouvêa e o comandante superintendente de planejamento , Inspetor Superintendente Euclides Conradim .Γsubcomar promover primeiro encontro pedagogico acao comunitario gcm coordenadoria acoes comunitarias promover terca auditorio comando geral primeiro encontro pedagogico acoes comunitarias gcm participacao guarda civil educador atuar todo colaborador alcoolicos anonimos al anon associacao parente amigo alcoolico compartilhar experiencia acao comunitaria crianca sob guarda desenvolver atividade educativo meio ludicidade levar tema propor amplo rede socio educativo atividade interativo crianca ser realizar principalmente atraves boneco teatro fantoche gepad grupos educacao prevencao drogas desenvolver atividade sensibilizacao prevencao uso droga capacitar professor pai atuar orientacao prevencao primaria grupo tambem promover palestra evento unidade escolar possibilitar assunto ser compartilhar aluno comunidade encontro ser discutir tema violencia domestico olhar crianca vitimar uso alcool doenca alcoolismo crianca sob guarda novo tendencia top escola experiencia participacao grupos educacao prevencao drogas simposio grea realizar hospital clinicas tambem ser apresentar novo personagem atividade crianca sob guarda lidinha participar encontro subcomandante gcm inspetora agrupamento lidia maria gouvea comandante superintendente planejamento inspetor superintendente euclides conradim
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\seguranca_urbana-guarda_civil\2017-02-06-6-54.txtΓ"








       GCM flagra crime ambiental na zona leste    6/02/2017  Na tarde desta quarta-feira (15), uma equipe da Guarda Ambiental flagrou um descarte irregular de resíduos em Vila Iolanda, zona leste da cidade.
Uma viatura da Inspetoria Regional de Defesa Ambiental Carmo realizava o patrulhamento na região quando deparou com uma movimentação de caminhões. Ao chegar a uma área de proteção permanente de cerca de 250 mil m², na Rua Rio Bahia, os agentes flagraram um caminhão despejando resíduos sólidos sobre uma nascente de água.
A ocorrência foi conduzida ao 49º DP. O motorista foi autuado em flagrante por crime ambiental
"Γ6/02/2017ΓGCM flagrar crime ambiental em o zona leste 6/02/2017 em o tarde de este quarta-feira ( 15 ) , um equipe de o Guarda Ambiental flagrar um descarte irregular de resíduo em Vila Iolanda , zona leste de o cidade . um viatura de o Inspetoria Regional de Defesa Ambiental Carmo realizar o patrulhamento em o região quando deparar com um movimentação de caminhão . a o chegar a um área de proteção permanente de cerca de 250 mil m² , em o Rua Rio Bahia , o agente flagrar um caminhão despejar resíduo sólido sobre um nascente de água . o ocorrência ser conduzido a o 49º DP . o motorista ser autuar em flagrante por crime ambientalΓgcm flagrar crime ambiental zona leste tarde equipe guarda ambiental flagrar descarte irregular residuo vila iolanda zona leste viatura inspetoria regional defesa ambiental carmo realizar patrulhamento regiao deparar movimentacao caminhao chegar area protecao permanente cerca mil m2 rua rio bahia agente flagrar caminhao despejar residuo solido sobre nascente agua ocorrencia ser conduzido dp motorista ser autuar flagrante crime ambiental
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\seguranca_urbana-guarda_civil\2017-02-06-6-60.txtΓ"








   Doze pichadores são detidos durante o fim de semana em SP  Desde 1º de janeiro, 60 pichadores foram detidos na capital paulista, segundo levantamento da GCM    6/02/2017  Doze pichadores foram detidos durante o último fim de semana na capital paulista, em ações da Guarda Civil Metropolitana (GCM) e da Polícia Militar. Desde 1º de janeiro, 60 pessoas acabaram levadas a delegacias da cidade por pichações em imóveis públicos e privados. No sábado (4), a GCM conduziu dois homens ao 72º Distrito Policial após encontrá-los pichando os muros de uma escola na Zona Norte. Outros quatro homens foram encaminhados ao distrito policial após denúncia de pichação a um prédio comercial na República, na manhã de domingo (5). De acordo com o termo circunstanciado, os pichadores escalaram o edifício e parte do grupo invadiu uma sala no 4º andar. O zelador percebeu a movimentação e acionou a PM, que efetuou o flagrante. No fim da tarde de domingo, seis pessoas foram encaminhadas ao 89º Distrito Policial após serem detidas na Rua Campo Novo do Sul, altura do número 25, na Vila Andrade, por degradação patrimonial. Elas foram surpreendidas pela GCM pintando o muro sob os pilares da linha Lilás do Metrô, com rolinhos e pincéis. Não havia autorização pública para pintar o local. Pichar, grafitar ou por outro meio poluir edificação urbana constitui delito e eles deverão responder criminalmente.
"Γ6/02/2017Γdoze pichador ser deter durante o fim de semana em SP desde 1º de janeiro , 60 pichador ser deter em o capital paulista , segundo levantamento de o GCM 6/02/2017 doze pichador ser deter durante o último fim de semana em o capital paulista , em ação de o Guarda Civil Metropolitana ( GCM ) e de o Polícia Militar . desde 1º de janeiro , 60 pessoa acabar levar a delegacia de o cidade por pichação em imóvel público e privar . em o sábado ( 4 ) , o GCM conduzir dois homem a o 72º Distrito Policial após encontrar eles pichar o muro de um escola em o Zona Norte . outro quatro homem ser encaminhar a o distrito policial após denúncia de pichação a um prédio comercial em o República , em o manhã de domingo ( 5 ) . de acordo com o termo circunstanciar , o pichador escalar o edifício e parte de o grupo invadir um sala em o 4º andar . o zelador perceber o movimentação e acionar o PM , que efetuar o flagrante . em o fim de o tarde de domingo , seis pessoa ser encaminhar a o 89º Distrito Policial após ser deter em o Rua Campo Novo de o Sul , altura de o número 25 , em o Vila Andrade , por degradação patrimonial . elas ser surpreender por o GCM pintar o muro sob o pilar de o linha Lilás de o Metrô , com rolinho e pincel . não haver autorização público para pintar o local . pichar , grafitar ou por outro meio poluir edificação urbano constituir delito e eles dever responder criminalmente .Γdoze pichador ser deter durante fim semana sp desde janeiro pichador ser deter capital paulista segundo levantamento gcm doze pichador ser deter durante ultimo fim semana capital paulista acao guarda civil metropolitana gcm policia militar desde janeiro pessoa acabar levar delegacia pichacao imovel publico privar gcm conduzir dois homem distrito policial apos encontrar pichar muro escola zona norte outro quatro homem ser encaminhar distrito policial apos denuncia pichacao predio comercial republica manha acordo termo circunstanciar pichador escalar edificio parte grupo invadir sala andar zelador perceber movimentacao acionar pm efetuar flagrante fim tarde seis pessoa ser encaminhar distrito policial apos ser deter rua campo novo sul altura numero vila andrade degradacao patrimonial ser surpreender gcm pintar muro sob pilar linha lilas metro rolinho pincel nao haver autorizacao publico pintar pichar grafitar outro meio poluir edificacao urbano constituir delito dever responder criminalmente
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\seguranca_urbana-guarda_civil\2017-02-07-6-53.txtΓ"








       Operação contra comércio irregular apreende mais de 6,5 mil itens nas marginais Pinheiros e Tietê  Ação ocorreu entre 8 e 15 de fevereiro. Fiscalização faz parte do programa Marginal Segura

    7/02/2017  Uma operação da Guarda Civil Metropolitana (GCM) e das prefeituras regionais contra o comércio ambulante nas marginais Pinheiros e Tietê apreendeu cerca de 6,7 mil itens de produtos que seriam vendidos irregularmente. A ação ocorreu entre os dias 8 e 15 de fevereiro e faz parte do programa Marginal Segura, que tem o objetivo de garantir a segurança de quem circula diariamente pelas duas vias expressas. Foram abordados 45 ambulantes e apreendidos 11 isopores, 11 carrinhos, 119 sacos e os cerca de 6,7 mil itens. Apenas no dia 15 de fevereiro, foram feitas 11 abordagens e apreendidos dois isopores, dois carrinhos, nove sacos e cerca de 2 mil itens de produtos. Três equipes da GCM participaram das operações, cada uma delas com oito guardas-civis, duas motos e duas viaturas. Há também equipes das prefeituras regionais, que contam com três caminhões e três kombis. “São três equipes de 10 pessoas atuando exclusivamente e de maneira intensiva em todas as marginais, em uma ação sem data para acabar”, afirma o secretário-adjunto das prefeituras regionais, Fábio Lepique. A GCM usa também 54 câmeras espalhadas pelas vias para monitorar a presença de ambulantes nas marginais. “O combate ao comércio ilegal nas marginais ganha importância porque temos um fluxo muito grande de veículos, as pessoas nesses locais colocam suas vidas e a de outras pessoas em risco. A população pode colaborar com este trabalho de segurança de duas formas: não comprando produtos de ambulantes quanto estiver nas marginais e também denunciando a presença destes ambulantes pelo telefone 153 da Guarda Civil Metropolitana”, diz o secretário municipal de Segurança Urbana, José Roberto Oliveira. Marginal Segura
O programa começou em 25 de janeiro com uma série de ações de melhoria da segurança de quem circula pelas duas marginais. O plano operacional engloba intervenções para pedestres, ciclistas, motociclistas, além de ações educativas. Para os pedestres, por exemplo, foram realizadas ações de engenharia que garantem maior segurança a quem caminha pelas calçadas que dão acessos a pontos de ônibus, estações de trem, comércios, shoppings e outros estabelecimentos nas vias perpendiculares às marginais. A CET reforçou ainda a sinalização sobre as condições de tráfego das marginais, com novas placas e painéis eletrônicos para orientar os motoristas sobre o trânsito, alagamentos e acidentes. Também está sendo ampliado o número de agentes de trânsito nas vias expressas, passando o efetivo de 169 para 259 - 90 a mais. As secretarias de Prefeituras Regionais e da Assistência e Desenvolvimento Social fazem ainda um trabalho de orientação aos moradores em situação de rua que estão nas marginais Pinheiros e Tietê. Famílias que vivem em comunidades estão sendo cadastradas para que possam deixar as áreas de risco. Secom
"Γ7/02/2017Γoperação contra comércio irregular apreender mais de 6,5 mil item em o marginal Pinheiros e Tietê Ação ocorrer entre 8 e 15 de fevereiro . Fiscalização fazer parte de o programa Marginal Segura 7/02/2017 um operação de o Guarda Civil Metropolitana ( GCM ) e de o prefeitura regional contra o comércio ambulante em o marginal Pinheiros e Tietê apreender cerca de 6,7 mil item de produto que ser vender irregularmente . o ação ocorrer entre o dia 8 e 15 de fevereiro e fazer parte de o programa Marginal Segura , que ter o objetivo de garantir o segurança de quem circular diariamente por o dois via esprimir . ser abordar 45 ambulante e apreender 11 isopor , 11 carrinho , 119 saco e o cerca de 6,7 mil item . apenas em o dia 15 de fevereiro , ser fazer 11 abordagem e apreender dois isopor , dois carrinho , nove saco e cerca de 2 mil item de produto . três equipe de o GCM participar de o operação , cada um de ele com oito guardas-civis , dois moto e dois viatura . haver também equipe de o prefeitura regional , que contar com três caminhão e três kombis . “ ser três equipe de 10 pessoa atuar exclusivamente e de maneira intensivo em todo o marginal , em um ação sem data para acabar ” , afirmar o secretário-adjunto de o prefeitura regional , Fábio Lepique . o GCM usar também 54 câmera espalhar por o via para monitorar o presença de ambulante em o marginal . “ o combate a o comércio ilegal em o marginal ganhar importância porque ter um fluxo muito grande de veículo , o pessoa em esse local colocar seu vida e ela de outro pessoa em risco . o população poder colaborar com este trabalho de segurança de dois forma : não comprar produto de ambulante quanto estar em o marginal e também denunciar o presença de este ambulante por o telefone 153 de o Guarda Civil Metropolitana ” , dizer o secretário municipal de Segurança Urbana , José Roberto Oliveira . Marginal seguro o programa começar em 25 de janeiro com um série de ação de melhoria de o segurança de quem circular por o dois marginal . o plano operacional englobar intervenção para pedestre , ciclista , motociclista , além de ação educativo . para o pedestre , por exemplo , ser realizar ação de engenharia que garantir grande segurança a quem caminhar por o calçada que dar acesso a ponto de ônibus , estação de trem , comércio , shoppings e outro estabelecimento em o via perpendicular a o marginal . o CET reforçar ainda o sinalização sobre o condição de tráfego de o marginal , com novo placa e painel eletrônico para orientar o motorista sobre o trânsito , alagamento e acidente . também estar ser ampliar o número de agente de trânsito em o via esprimir , passar o efetivo de 169 para 259 - 90 a mais . o secretaria de Prefeituras Regionais e de o Assistência e Desenvolvimento Social fazer ainda um trabalho de orientação a o morador em situação de rua que estar em o marginal Pinheiros e Tietê . família que viver em comunidade estar ser cadastrar para que poder deixar o área de risco . secomΓ"operacao contra comercio irregular apreender mil item marginal pinheiros tiete acao ocorrer fevereiro fiscalizacao fazer parte programa marginal segura operacao guarda civil metropolitana gcm regional contra comercio ambulante marginal pinheiros tiete apreender cerca mil item produto ser vender irregularmente acao ocorrer dia fevereiro fazer parte programa marginal segura ter objetivo garantir seguranca circular diariamente dois via esprimir ser abordar ambulante apreender isopor carrinho saco cerca mil item apenas dia fevereiro ser fazer abordagem apreender dois isopor dois carrinho nove saco cerca mil item produto tres equipe gcm participar operacao cada oito guardas civis dois moto dois viatura haver tambem equipe regional contar tres caminhao tres kombis "" ser tres equipe pessoa atuar exclusivamente maneira intensivo todo marginal acao data acabar "" afirmar secretario adjunto regional fabio lepique gcm usar tambem camera espalhar via monitorar presenca ambulante marginal "" combate comercio ilegal marginal ganhar importancia porque ter fluxo grande veiculo pessoa colocar vida outro pessoa risco populacao poder colaborar trabalho seguranca dois forma nao comprar produto ambulante quanto estar marginal tambem denunciar presenca ambulante telefone guarda civil metropolitana "" dizer secretario municipal seguranca urbana jose roberto oliveira marginal seguro programa comecar janeiro serie acao melhoria seguranca circular dois marginal plano operacional englobar intervencao pedestre ciclista motociclista alem acao educativo pedestre exemplo ser realizar acao engenharia garantir grande seguranca caminhar calcada dar acesso ponto onibus estacao trem comercio shoppings outro estabelecimento via perpendicular marginal cet reforcar ainda sinalizacao sobre condicao trafego marginal novo placa painel eletronico orientar motorista sobre transito alagamento acidente tambem estar ser ampliar numero agente transito via esprimir passar efetivo prefeituras regionais assistencia desenvolvimento social fazer ainda trabalho orientacao morador situacao rua estar marginal pinheiros tiete familia viver comunidade estar ser cadastrar poder deixar area risco secom"
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\seguranca_urbana-guarda_civil\2017-02-08-6-59.txtΓ"








