Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,34,0.9099999999999999,0.9099999999999999,0.3669214354719398
75% Corpus,34,0.9099999999999999,symmetric,0.3826814564331583
75% Corpus,34,symmetric,0.01,0.380649741973647
75% Corpus,34,symmetric,0.31,0.4351218462758553
75% Corpus,34,symmetric,0.61,0.4831155747392321
75% Corpus,34,symmetric,0.9099999999999999,0.4864894440469283
75% Corpus,34,symmetric,symmetric,0.3771664604922818
75% Corpus,34,asymmetric,0.01,0.3854909457541801
75% Corpus,34,asymmetric,0.31,0.4340328325274591
75% Corpus,34,asymmetric,0.61,0.4667222089971555
75% Corpus,34,asymmetric,0.9099999999999999,0.4760667507782304
75% Corpus,34,asymmetric,symmetric,0.3789500100940166
75% Corpus,35,0.01,0.01,0.3959732665317075
75% Corpus,35,0.01,0.31,0.4485327185831697
75% Corpus,35,0.01,0.61,0.4533798980482772
75% Corpus,35,0.01,0.9099999999999999,0.4714219607074223
75% Corpus,35,0.01,symmetric,0.3795966211499816
75% Corpus,35,0.31,0.01,0.3912089733602836
75% Corpus,35,0.31,0.31,0.4140531313156295
75% Corpus,35,0.31,0.61,0.4591788738135604
75% Corpus,35,0.31,0.9099999999999999,0.4401787706789716
75% Corpus,35,0.31,symmetric,0.3990243157620597
75% Corpus,35,0.61,0.01,0.3896226733911294
75% Corpus,35,0.61,0.31,0.3870657542396203
75% Corpus,35,0.61,0.61,0.3792807047119499
75% Corpus,35,0.61,0.9099999999999999,0.3165278094537141
75% Corpus,35,0.61,symmetric,0.3920839746646214
75% Corpus,35,0.9099999999999999,0.01,0.380460752283801
75% Corpus,35,0.9099999999999999,0.31,0.3790390750359979
75% Corpus,35,0.9099999999999999,0.61,0.3898219535590754
75% Corpus,35,0.9099999999999999,0.9099999999999999,0.3499220187313638
75% Corpus,35,0.9099999999999999,symmetric,0.3955983146060189
75% Corpus,35,symmetric,0.01,0.3913119444309264
75% Corpus,35,symmetric,0.31,0.4420399979767229
75% Corpus,35,symmetric,0.61,0.5016926067716996
75% Corpus,35,symmetric,0.9099999999999999,0.487664869703524
75% Corpus,35,symmetric,symmetric,0.3915824146553389
75% Corpus,35,asymmetric,0.01,0.4076509988584022
75% Corpus,35,asymmetric,0.31,0.4505510257802507
75% Corpus,35,asymmetric,0.61,0.45705598955638
75% Corpus,35,asymmetric,0.9099999999999999,0.429981250430442
75% Corpus,35,asymmetric,symmetric,0.397941629554829
75% Corpus,36,0.01,0.01,0.3620342379736633
75% Corpus,36,0.01,0.31,0.4185764570790867
75% Corpus,36,0.01,0.61,0.5082282152667522
75% Corpus,36,0.01,0.9099999999999999,0.501484119249537
75% Corpus,36,0.01,symmetric,0.3622251306608108
75% Corpus,36,0.31,0.01,0.3825310007586958
75% Corpus,36,0.31,0.31,0.4182365535017343
75% Corpus,36,0.31,0.61,0.493347979378776
75% Corpus,36,0.31,0.9099999999999999,0.4946058078504482
75% Corpus,36,0.31,symmetric,0.3745485797729533
75% Corpus,36,0.61,0.01,0.3645880739900553
75% Corpus,36,0.61,0.31,0.3895903244945023
75% Corpus,36,0.61,0.61,0.3783447059329261
75% Corpus,36,0.61,0.9099999999999999,0.353550237163877
75% Corpus,36,0.61,symmetric,0.3649967535924885
75% Corpus,36,0.9099999999999999,0.01,0.3804751392152545
75% Corpus,36,0.9099999999999999,0.31,0.3720748611172838
75% Corpus,36,0.9099999999999999,0.61,0.3656123681763652
75% Corpus,36,0.9099999999999999,0.9099999999999999,0.3139134328875937
75% Corpus,36,0.9099999999999999,symmetric,0.3932153019015206
75% Corpus,36,symmetric,0.01,0.3644264339055681
75% Corpus,36,symmetric,0.31,0.4408238003696129
75% Corpus,36,symmetric,0.61,0.4996201003377453
75% Corpus,36,symmetric,0.9099999999999999,0.502091207054159
75% Corpus,36,symmetric,symmetric,0.3653740821517242
75% Corpus,36,asymmetric,0.01,0.3803619501028623
75% Corpus,36,asymmetric,0.31,0.4357629883266595
75% Corpus,36,asymmetric,0.61,0.5080712983738518
75% Corpus,36,asymmetric,0.9099999999999999,0.4435418463570997
75% Corpus,36,asymmetric,symmetric,0.3754538617285852
75% Corpus,37,0.01,0.01,0.3975616621825606
75% Corpus,37,0.01,0.31,0.4206452155458086
75% Corpus,37,0.01,0.61,0.4546570423969286
75% Corpus,37,0.01,0.9099999999999999,0.417393510531862
75% Corpus,37,0.01,symmetric,0.3867380646262459
75% Corpus,37,0.31,0.01,0.3664790666303909
75% Corpus,37,0.31,0.31,0.4210458988431375
75% Corpus,37,0.31,0.61,0.4518698441926953
75% Corpus,37,0.31,0.9099999999999999,0.4335891533694157
75% Corpus,37,0.31,symmetric,0.3825981657224611
75% Corpus,37,0.61,0.01,0.3886109999724391
75% Corpus,37,0.61,0.31,0.4151248192054873
75% Corpus,37,0.61,0.61,0.3436465193470803
75% Corpus,37,0.61,0.9099999999999999,0.3462361378091558
75% Corpus,37,0.61,symmetric,0.3677453019518018
75% Corpus,37,0.9099999999999999,0.01,0.3826187882307364
75% Corpus,37,0.9099999999999999,0.31,0.3725113750194607
75% Corpus,37,0.9099999999999999,0.61,0.3577254370396928
75% Corpus,37,0.9099999999999999,0.9099999999999999,0.3097965747214715
75% Corpus,37,0.9099999999999999,symmetric,0.3697305863656142
75% Corpus,37,symmetric,0.01,0.4034561480490856
75% Corpus,37,symmetric,0.31,0.4034483351163159
75% Corpus,37,symmetric,0.61,0.4423131684002891
75% Corpus,37,symmetric,0.9099999999999999,0.4556563551471134
75% Corpus,37,symmetric,symmetric,0.3965487121757781
75% Corpus,37,asymmetric,0.01,0.3921656387968316
75% Corpus,37,asymmetric,0.31,0.395775938704939
75% Corpus,37,asymmetric,0.61,0.4601816104707412
75% Corpus,37,asymmetric,0.9099999999999999,0.4261981650121774
75% Corpus,37,asymmetric,symmetric,0.3841709993514458
75% Corpus,38,0.01,0.01,0.3819586586266245
75% Corpus,38,0.01,0.31,0.4007470203649302
75% Corpus,38,0.01,0.61,0.3997338400925199
75% Corpus,38,0.01,0.9099999999999999,0.4138743470652897
75% Corpus,38,0.01,symmetric,0.3885882431392978
75% Corpus,38,0.31,0.01,0.3962376659746902
75% Corpus,38,0.31,0.31,0.3825507404808521
75% Corpus,38,0.31,0.61,0.411693513253452
75% Corpus,38,0.31,0.9099999999999999,0.450705849118268
75% Corpus,38,0.31,symmetric,0.4118980792852227
75% Corpus,38,0.61,0.01,0.3814484450391237
75% Corpus,38,0.61,0.31,0.4251276181668478
75% Corpus,38,0.61,0.61,0.3345022625157908
75% Corpus,38,0.61,0.9099999999999999,0.3335185673372481
75% Corpus,38,0.61,symmetric,0.3845683514622509
75% Corpus,38,0.9099999999999999,0.01,0.3899060505365432
75% Corpus,38,0.9099999999999999,0.31,0.3661179191250666
75% Corpus,38,0.9099999999999999,0.61,0.356411211201954
75% Corpus,38,0.9099999999999999,0.9099999999999999,0.3054523216779204
75% Corpus,38,0.9099999999999999,symmetric,0.3839674937481884
75% Corpus,38,symmetric,0.01,0.3783901001155727
75% Corpus,38,symmetric,0.31,0.3986214860542906
75% Corpus,38,symmetric,0.61,0.4116208667424185
75% Corpus,38,symmetric,0.9099999999999999,0.4243749689454629
75% Corpus,38,symmetric,symmetric,0.3839064667289374
75% Corpus,38,asymmetric,0.01,0.3990249758714239
75% Corpus,38,asymmetric,0.31,0.4265626939101433
75% Corpus,38,asymmetric,0.61,0.4462142515292831
75% Corpus,38,asymmetric,0.9099999999999999,0.4281326521545103
75% Corpus,38,asymmetric,symmetric,0.4086600927383673
75% Corpus,39,0.01,0.01,0.3844285798698933
75% Corpus,39,0.01,0.31,0.4387508241013427
75% Corpus,39,0.01,0.61,0.4093762062327835
75% Corpus,39,0.01,0.9099999999999999,0.4268319967706001
75% Corpus,39,0.01,symmetric,0.3816838206824914
75% Corpus,39,0.31,0.01,0.3921700961638866
75% Corpus,39,0.31,0.31,0.4153613493250617
75% Corpus,39,0.31,0.61,0.4430688944869263
75% Corpus,39,0.31,0.9099999999999999,0.4423358597730054
75% Corpus,39,0.31,symmetric,0.4069986471602994
75% Corpus,39,0.61,0.01,0.3926133901546982
75% Corpus,39,0.61,0.31,0.4248832052929039
75% Corpus,39,0.61,0.61,0.351069605150553
75% Corpus,39,0.61,0.9099999999999999,0.3423564083049984
75% Corpus,39,0.61,symmetric,0.3858363312644044
75% Corpus,39,0.9099999999999999,0.01,0.4004551618315224
75% Corpus,39,0.9099999999999999,0.31,0.3766709845091701
75% Corpus,39,0.9099999999999999,0.61,0.3506022445066926
75% Corpus,39,0.9099999999999999,0.9099999999999999,0.3157447949584882
75% Corpus,39,0.9099999999999999,symmetric,0.3937617898886192
75% Corpus,39,symmetric,0.01,0.37735848486676
75% Corpus,39,symmetric,0.31,0.4371272375717668
75% Corpus,39,symmetric,0.61,0.3960220412198383
75% Corpus,39,symmetric,0.9099999999999999,0.433564534921768
75% Corpus,39,symmetric,symmetric,0.371422351449622
75% Corpus,39,asymmetric,0.01,0.3855899320515641
75% Corpus,39,asymmetric,0.31,0.4691650955028382
75% Corpus,39,asymmetric,0.61,0.4103156165217021
75% Corpus,39,asymmetric,0.9099999999999999,0.4457834694459174
75% Corpus,39,asymmetric,symmetric,0.3806930111450713
75% Corpus,40,0.01,0.01,0.3744334262422628
75% Corpus,40,0.01,0.31,0.396688114000156
75% Corpus,40,0.01,0.61,0.4486365377235707
75% Corpus,40,0.01,0.9099999999999999,0.4669043945867122
75% Corpus,40,0.01,symmetric,0.3788373143046014
75% Corpus,40,0.31,0.01,0.3913035642406887
75% Corpus,40,0.31,0.31,0.4106162421633194
75% Corpus,40,0.31,0.61,0.4606981176643837
75% Corpus,40,0.31,0.9099999999999999,0.4566314313058169
75% Corpus,40,0.31,symmetric,0.3855433203275574
75% Corpus,40,0.61,0.01,0.3719330037955611
75% Corpus,40,0.61,0.31,0.3894439642461825
75% Corpus,40,0.61,0.61,0.3594023981740448
75% Corpus,40,0.61,0.9099999999999999,0.3169635702736629
75% Corpus,40,0.61,symmetric,0.372072478909497
75% Corpus,40,0.9099999999999999,0.01,0.3881389822610189
75% Corpus,40,0.9099999999999999,0.31,0.3905296727411439
75% Corpus,40,0.9099999999999999,0.61,0.3544761896714825
75% Corpus,40,0.9099999999999999,0.9099999999999999,0.3080013359645669
75% Corpus,40,0.9099999999999999,symmetric,0.3873553658031287
75% Corpus,40,symmetric,0.01,0.3776816208781552
75% Corpus,40,symmetric,0.31,0.400885467062044
75% Corpus,40,symmetric,0.61,0.4316539526952285
75% Corpus,40,symmetric,0.9099999999999999,0.4507196850328339
75% Corpus,40,symmetric,symmetric,0.3841440962782109
75% Corpus,40,asymmetric,0.01,0.3836217444647006
75% Corpus,40,asymmetric,0.31,0.4214050111749552
75% Corpus,40,asymmetric,0.61,0.415404553468327
75% Corpus,40,asymmetric,0.9099999999999999,0.4412661486879215
75% Corpus,40,asymmetric,symmetric,0.3942961072240993
75% Corpus,41,0.01,0.01,0.3642798293240486
75% Corpus,41,0.01,0.31,0.4820611013563519
75% Corpus,41,0.01,0.61,0.5139859605416002
75% Corpus,41,0.01,0.9099999999999999,0.4382219694793106
75% Corpus,41,0.01,symmetric,0.3697473154109156
75% Corpus,41,0.31,0.01,0.3886149420738771
75% Corpus,41,0.31,0.31,0.4562274423992931
75% Corpus,41,0.31,0.61,0.4691531129959758
75% Corpus,41,0.31,0.9099999999999999,0.4409540627460089
75% Corpus,41,0.31,symmetric,0.4147448387574014
75% Corpus,41,0.61,0.01,0.3788229051696595
75% Corpus,41,0.61,0.31,0.3887313721651497
75% Corpus,41,0.61,0.61,0.3480689239447068
75% Corpus,41,0.61,0.9099999999999999,0.3406036863259239
75% Corpus,41,0.61,symmetric,0.3912027168890917
75% Corpus,41,0.9099999999999999,0.01,0.3841367072500732
75% Corpus,41,0.9099999999999999,0.31,0.3961416593883687
75% Corpus,41,0.9099999999999999,0.61,0.3483379772918382
75% Corpus,41,0.9099999999999999,0.9099999999999999,0.3102600077543813
75% Corpus,41,0.9099999999999999,symmetric,0.3846553223319708
75% Corpus,41,symmetric,0.01,0.3781190971508805
75% Corpus,41,symmetric,0.31,0.4833071916264012
75% Corpus,41,symmetric,0.61,0.5061677539502164
75% Corpus,41,symmetric,0.9099999999999999,0.4333760455314888
75% Corpus,41,symmetric,symmetric,0.3840528524796499
75% Corpus,41,asymmetric,0.01,0.3745595502674939
75% Corpus,41,asymmetric,0.31,0.4659499692227692
75% Corpus,41,asymmetric,0.61,0.4527580468380734
75% Corpus,41,asymmetric,0.9099999999999999,0.4321849022056573
75% Corpus,41,asymmetric,symmetric,0.3709380510236347
75% Corpus,42,0.01,0.01,0.3719432519545547
75% Corpus,42,0.01,0.31,0.4071012398577054
75% Corpus,42,0.01,0.61,0.4705613164639332
75% Corpus,42,0.01,0.9099999999999999,0.4372485895268037
75% Corpus,42,0.01,symmetric,0.3820527995634223
75% Corpus,42,0.31,0.01,0.3784319931429359
75% Corpus,42,0.31,0.31,0.4089365460611924
75% Corpus,42,0.31,0.61,0.4431337884028715
75% Corpus,42,0.31,0.9099999999999999,0.4445764541877556
75% Corpus,42,0.31,symmetric,0.373164750369463
75% Corpus,42,0.61,0.01,0.3925696548120869
75% Corpus,42,0.61,0.31,0.4244346810774037
75% Corpus,42,0.61,0.61,0.3469183540388584
75% Corpus,42,0.61,0.9099999999999999,0.3317690145905626
75% Corpus,42,0.61,symmetric,0.4018131219183491
75% Corpus,42,0.9099999999999999,0.01,0.3920619842419636
75% Corpus,42,0.9099999999999999,0.31,0.4109300813324865
75% Corpus,42,0.9099999999999999,0.61,0.344990463547671
75% Corpus,42,0.9099999999999999,0.9099999999999999,0.3073901641109556
75% Corpus,42,0.9099999999999999,symmetric,0.3827417940536488
75% Corpus,42,symmetric,0.01,0.3811620945883116
75% Corpus,42,symmetric,0.31,0.4194142294980531
75% Corpus,42,symmetric,0.61,0.4772865241854443
75% Corpus,42,symmetric,0.9099999999999999,0.4311327651650773
75% Corpus,42,symmetric,symmetric,0.3723873039613557
75% Corpus,42,asymmetric,0.01,0.3849162595725829
75% Corpus,42,asymmetric,0.31,0.4532847474904646
75% Corpus,42,asymmetric,0.61,0.4565633852865376
75% Corpus,42,asymmetric,0.9099999999999999,0.478777103376479
75% Corpus,42,asymmetric,symmetric,0.3811162628079381
75% Corpus,43,0.01,0.01,0.3935073842472663
75% Corpus,43,0.01,0.31,0.4383538477059885
75% Corpus,43,0.01,0.61,0.4650255286286049
75% Corpus,43,0.01,0.9099999999999999,0.4647719078887274
75% Corpus,43,0.01,symmetric,0.3956423822533731
75% Corpus,43,0.31,0.01,0.3992972005340734
75% Corpus,43,0.31,0.31,0.4099375801744092
75% Corpus,43,0.31,0.61,0.4589238872182154
75% Corpus,43,0.31,0.9099999999999999,0.4670791184600451
75% Corpus,43,0.31,symmetric,0.393433278264945
75% Corpus,43,0.61,0.01,0.3739154279172682
75% Corpus,43,0.61,0.31,0.4185055750498063
75% Corpus,43,0.61,0.61,0.3757227887879816
75% Corpus,43,0.61,0.9099999999999999,0.328774343752455
75% Corpus,43,0.61,symmetric,0.3886107116601934
75% Corpus,43,0.9099999999999999,0.01,0.3893960931296831
75% Corpus,43,0.9099999999999999,0.31,0.4035471171854622
75% Corpus,43,0.9099999999999999,0.61,0.3168157232865372
75% Corpus,43,0.9099999999999999,0.9099999999999999,0.2971112713485308
75% Corpus,43,0.9099999999999999,symmetric,0.373794081837297
75% Corpus,43,symmetric,0.01,0.3960413376345144
75% Corpus,43,symmetric,0.31,0.4381715455256303
75% Corpus,43,symmetric,0.61,0.4827386874719254
75% Corpus,43,symmetric,0.9099999999999999,0.4573484951588628
75% Corpus,43,symmetric,symmetric,0.3938033125533412
75% Corpus,43,asymmetric,0.01,0.386732754039442
75% Corpus,43,asymmetric,0.31,0.4580431236438715
75% Corpus,43,asymmetric,0.61,0.5045579173620972
75% Corpus,43,asymmetric,0.9099999999999999,0.4522435288456546
75% Corpus,43,asymmetric,symmetric,0.3730061123179923
75% Corpus,44,0.01,0.01,0.3850057932096052
75% Corpus,44,0.01,0.31,0.4027178787024754
75% Corpus,44,0.01,0.61,0.449448262205993
75% Corpus,44,0.01,0.9099999999999999,0.453980910116031
75% Corpus,44,0.01,symmetric,0.3843578478781402
75% Corpus,44,0.31,0.01,0.3883360206152493
75% Corpus,44,0.31,0.31,0.4294304483937833
75% Corpus,44,0.31,0.61,0.4727453661825734
75% Corpus,44,0.31,0.9099999999999999,0.4264173347224906
75% Corpus,44,0.31,symmetric,0.3976438971000796
75% Corpus,44,0.61,0.01,0.3843317703410431
75% Corpus,44,0.61,0.31,0.4095680210054193
75% Corpus,44,0.61,0.61,0.3570317510680963
75% Corpus,44,0.61,0.9099999999999999,0.3211311818848892
75% Corpus,44,0.61,symmetric,0.3903220277386481
75% Corpus,44,0.9099999999999999,0.01,0.3781180971811336
75% Corpus,44,0.9099999999999999,0.31,0.4240863651411267
75% Corpus,44,0.9099999999999999,0.61,0.3520356213954473
75% Corpus,44,0.9099999999999999,0.9099999999999999,0.2921906976315629
75% Corpus,44,0.9099999999999999,symmetric,0.3841152020861071
75% Corpus,44,symmetric,0.01,0.3856683290525879
75% Corpus,44,symmetric,0.31,0.4368283233785153
75% Corpus,44,symmetric,0.61,0.4536528224133977
75% Corpus,44,symmetric,0.9099999999999999,0.4559027276837223
75% Corpus,44,symmetric,symmetric,0.3728622760467064
75% Corpus,44,asymmetric,0.01,0.3906601658222564
75% Corpus,44,asymmetric,0.31,0.4554547843292356
75% Corpus,44,asymmetric,0.61,0.4861189301552538
75% Corpus,44,asymmetric,0.9099999999999999,0.419743405491456
75% Corpus,44,asymmetric,symmetric,0.3956117539379433
75% Corpus,45,0.01,0.01,0.3788444374194189
75% Corpus,45,0.01,0.31,0.4262926586443346
75% Corpus,45,0.01,0.61,0.4902321201658834
75% Corpus,45,0.01,0.9099999999999999,0.4676776373997059
75% Corpus,45,0.01,symmetric,0.3845350087987886
75% Corpus,45,0.31,0.01,0.3948766128281882
75% Corpus,45,0.31,0.31,0.4094489067176089
75% Corpus,45,0.31,0.61,0.49228804146437
75% Corpus,45,0.31,0.9099999999999999,0.4642833025184113
75% Corpus,45,0.31,symmetric,0.3869447245284144
75% Corpus,45,0.61,0.01,0.3798927233354242
75% Corpus,45,0.61,0.31,0.3950398891108568
75% Corpus,45,0.61,0.61,0.3785063980898568
75% Corpus,45,0.61,0.9099999999999999,0.3267273566376621
75% Corpus,45,0.61,symmetric,0.3928517065488944
75% Corpus,45,0.9099999999999999,0.01,0.3788675302724112
75% Corpus,45,0.9099999999999999,0.31,0.3881475125564566
75% Corpus,45,0.9099999999999999,0.61,0.332928480415722
75% Corpus,45,0.9099999999999999,0.9099999999999999,0.2843736078578572
75% Corpus,45,0.9099999999999999,symmetric,0.380650185829852
75% Corpus,45,symmetric,0.01,0.3828233840762942
75% Corpus,45,symmetric,0.31,0.4167234376226292
75% Corpus,45,symmetric,0.61,0.486992804091953
75% Corpus,45,symmetric,0.9099999999999999,0.4545357492414282
75% Corpus,45,symmetric,symmetric,0.3938613893895066
75% Corpus,45,asymmetric,0.01,0.3865179536287282
75% Corpus,45,asymmetric,0.31,0.412948532926735
75% Corpus,45,asymmetric,0.61,0.4767585069144696
75% Corpus,45,asymmetric,0.9099999999999999,0.4626494490288166
75% Corpus,45,asymmetric,symmetric,0.3846996346285186
75% Corpus,46,0.01,0.01,0.3728533210820832
75% Corpus,46,0.01,0.31,0.4341809942890426
75% Corpus,46,0.01,0.61,0.4506129055073039
75% Corpus,46,0.01,0.9099999999999999,0.478892479825371
75% Corpus,46,0.01,symmetric,0.379907462995318
75% Corpus,46,0.31,0.01,0.372147269027192
75% Corpus,46,0.31,0.31,0.4283019687600922
75% Corpus,46,0.31,0.61,0.511694756471555
75% Corpus,46,0.31,0.9099999999999999,0.4563099582227404
75% Corpus,46,0.31,symmetric,0.3703322995966477
75% Corpus,46,0.61,0.01,0.3894096967919028
75% Corpus,46,0.61,0.31,0.3937105255493439
75% Corpus,46,0.61,0.61,0.3445635526297025
75% Corpus,46,0.61,0.9099999999999999,0.3273316608561499
75% Corpus,46,0.61,symmetric,0.3991324616613074
75% Corpus,46,0.9099999999999999,0.01,0.3765492146478467
75% Corpus,46,0.9099999999999999,0.31,0.3968374267898235
75% Corpus,46,0.9099999999999999,0.61,0.3712427834861933
75% Corpus,46,0.9099999999999999,0.9099999999999999,0.2968612049982092
75% Corpus,46,0.9099999999999999,symmetric,0.3789424477127769
75% Corpus,46,symmetric,0.01,0.3676390074326466
75% Corpus,46,symmetric,0.31,0.4206114262253191
75% Corpus,46,symmetric,0.61,0.4564643769333272
75% Corpus,46,symmetric,0.9099999999999999,0.4775753657701106
75% Corpus,46,symmetric,symmetric,0.3876276643095221
75% Corpus,46,asymmetric,0.01,0.3980733754739912
75% Corpus,46,asymmetric,0.31,0.4535882236199825
75% Corpus,46,asymmetric,0.61,0.4927647167117367
75% Corpus,46,asymmetric,0.9099999999999999,0.4857058291978136
75% Corpus,46,asymmetric,symmetric,0.3994915328650539
75% Corpus,47,0.01,0.01,0.3938642658693628
75% Corpus,47,0.01,0.31,0.4344176685988749
75% Corpus,47,0.01,0.61,0.4095586706303847
75% Corpus,47,0.01,0.9099999999999999,0.4401797388776015
75% Corpus,47,0.01,symmetric,0.3982149415631468
75% Corpus,47,0.31,0.01,0.3851538621925066
75% Corpus,47,0.31,0.31,0.4682961435106699
75% Corpus,47,0.31,0.61,0.4392011541267012
75% Corpus,47,0.31,0.9099999999999999,0.4694250054653553
75% Corpus,47,0.31,symmetric,0.384562665444106
75% Corpus,47,0.61,0.01,0.3679219305194531
75% Corpus,47,0.61,0.31,0.4115978662320329
75% Corpus,47,0.61,0.61,0.3696015616631006
75% Corpus,47,0.61,0.9099999999999999,0.3300946992848335
75% Corpus,47,0.61,symmetric,0.3787970484890195
75% Corpus,47,0.9099999999999999,0.01,0.3777672441702058
75% Corpus,47,0.9099999999999999,0.31,0.3880760751217126
75% Corpus,47,0.9099999999999999,0.61,0.3281561608466935
75% Corpus,47,0.9099999999999999,0.9099999999999999,0.297725406161527
75% Corpus,47,0.9099999999999999,symmetric,0.3747224210378647
75% Corpus,47,symmetric,0.01,0.39065319501772
75% Corpus,47,symmetric,0.31,0.4571825997780064
75% Corpus,47,symmetric,0.61,0.4329210793017949
75% Corpus,47,symmetric,0.9099999999999999,0.4576165380563524
75% Corpus,47,symmetric,symmetric,0.3929164117806874
75% Corpus,47,asymmetric,0.01,0.3976329991661685
75% Corpus,47,asymmetric,0.31,0.4395687276000333
75% Corpus,47,asymmetric,0.61,0.487477832309634
75% Corpus,47,asymmetric,0.9099999999999999,0.4321139237566688
75% Corpus,47,asymmetric,symmetric,0.4136105355280551
75% Corpus,48,0.01,0.01,0.4084394946672605
75% Corpus,48,0.01,0.31,0.4313325229192706
75% Corpus,48,0.01,0.61,0.4633387636932999
75% Corpus,48,0.01,0.9099999999999999,0.421908625547998
75% Corpus,48,0.01,symmetric,0.401046822435873
75% Corpus,48,0.31,0.01,0.3792071113873898
75% Corpus,48,0.31,0.31,0.4495509720732126
75% Corpus,48,0.31,0.61,0.4727513774864614
75% Corpus,48,0.31,0.9099999999999999,0.4377513229988896
75% Corpus,48,0.31,symmetric,0.3889275421869426
75% Corpus,48,0.61,0.01,0.3620626885766147
75% Corpus,48,0.61,0.31,0.3800569780504002
75% Corpus,48,0.61,0.61,0.3932338473356944
75% Corpus,48,0.61,0.9099999999999999,0.3393054614417733
75% Corpus,48,0.61,symmetric,0.3689526871308148
75% Corpus,48,0.9099999999999999,0.01,0.3844867354516137
75% Corpus,48,0.9099999999999999,0.31,0.4072279834459466
75% Corpus,48,0.9099999999999999,0.61,0.3135575138234801
75% Corpus,48,0.9099999999999999,0.9099999999999999,0.2978107831440427
75% Corpus,48,0.9099999999999999,symmetric,0.3772267708794763
75% Corpus,48,symmetric,0.01,0.398269937780564
75% Corpus,48,symmetric,0.31,0.4190395925175799
75% Corpus,48,symmetric,0.61,0.4637001427754638
75% Corpus,48,symmetric,0.9099999999999999,0.4301454627105599
75% Corpus,48,symmetric,symmetric,0.4019192751606624
75% Corpus,48,asymmetric,0.01,0.4179808998085136
75% Corpus,48,asymmetric,0.31,0.4433671470313565
75% Corpus,48,asymmetric,0.61,0.4723531602179061
75% Corpus,48,asymmetric,0.9099999999999999,0.4443085637867637
75% Corpus,48,asymmetric,symmetric,0.4188253135053996
75% Corpus,49,0.01,0.01,0.3952230932612087
75% Corpus,49,0.01,0.31,0.4282104688755991
75% Corpus,49,0.01,0.61,0.5058198775006668
75% Corpus,49,0.01,0.9099999999999999,0.4809376288627608
75% Corpus,49,0.01,symmetric,0.4025236734629784
75% Corpus,49,0.31,0.01,0.3839917298237963
75% Corpus,49,0.31,0.31,0.4498750808258714
75% Corpus,49,0.31,0.61,0.4641035052489778
75% Corpus,49,0.31,0.9099999999999999,0.4331530174286945
75% Corpus,49,0.31,symmetric,0.4074569389553559
75% Corpus,49,0.61,0.01,0.3681970382188418
75% Corpus,49,0.61,0.31,0.3801120109079958
75% Corpus,49,0.61,0.61,0.3858434166252636
75% Corpus,49,0.61,0.9099999999999999,0.3317757303907486
75% Corpus,49,0.61,symmetric,0.3685523654750651
75% Corpus,49,0.9099999999999999,0.01,0.3845215022276256
75% Corpus,49,0.9099999999999999,0.31,0.3712189097540393
75% Corpus,49,0.9099999999999999,0.61,0.3282820790468881
75% Corpus,49,0.9099999999999999,0.9099999999999999,0.2853594680054999
75% Corpus,49,0.9099999999999999,symmetric,0.3749540703611628
75% Corpus,49,symmetric,0.01,0.3906370567510192
75% Corpus,49,symmetric,0.31,0.443847821486878
75% Corpus,49,symmetric,0.61,0.4688080406778238
75% Corpus,49,symmetric,0.9099999999999999,0.4728616171108211
75% Corpus,49,symmetric,symmetric,0.3904544642715081
75% Corpus,49,asymmetric,0.01,0.4142276559506949
75% Corpus,49,asymmetric,0.31,0.4430772501648319
75% Corpus,49,asymmetric,0.61,0.4404934250917681
75% Corpus,49,asymmetric,0.9099999999999999,0.4280626481527739
75% Corpus,49,asymmetric,symmetric,0.4070073802650865
100% Corpus,2,0.01,0.01,0.4006792386060059
100% Corpus,2,0.01,0.31,0.3936417154487506
100% Corpus,2,0.01,0.61,0.3878616269881592
100% Corpus,2,0.01,0.9099999999999999,0.411406064730996
100% Corpus,2,0.01,symmetric,0.4039009446908005
100% Corpus,2,0.31,0.01,0.3853266775098742
100% Corpus,2,0.31,0.31,0.38099965923628
100% Corpus,2,0.31,0.61,0.3977844113156891
100% Corpus,2,0.31,0.9099999999999999,0.3878616269881593
100% Corpus,2,0.31,symmetric,0.3899934442958314
100% Corpus,2,0.61,0.01,0.3726047740191221
100% Corpus,2,0.61,0.31,0.3853266775098743
100% Corpus,2,0.61,0.61,0.3911640121124311
100% Corpus,2,0.61,0.9099999999999999,0.3877908643208129
100% Corpus,2,0.61,symmetric,0.4024734263517838
100% Corpus,2,0.9099999999999999,0.01,0.3726047740191221
100% Corpus,2,0.9099999999999999,0.31,0.3789089962796856
100% Corpus,2,0.9099999999999999,0.61,0.4013659952125155
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.4037690172266193
100% Corpus,2,0.9099999999999999,symmetric,0.4009457180621502
100% Corpus,2,symmetric,0.01,0.3726047740191221
100% Corpus,2,symmetric,0.31,0.4013659952125156
100% Corpus,2,symmetric,0.61,0.3878616269881592
100% Corpus,2,symmetric,0.9099999999999999,0.3979735861840989
100% Corpus,2,symmetric,symmetric,0.3789089962796856
100% Corpus,2,asymmetric,0.01,0.3720470285278063
100% Corpus,2,asymmetric,0.31,0.3720470285278063
100% Corpus,2,asymmetric,0.61,0.3878616269881593
100% Corpus,2,asymmetric,0.9099999999999999,0.3936417154487506
