Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,18,0.31,0.61,0.3933970010060498
75% Corpus,18,0.31,0.9099999999999999,0.4637535265144266
75% Corpus,18,0.31,symmetric,0.422976015631482
75% Corpus,18,0.61,0.01,0.3848499840576475
75% Corpus,18,0.61,0.31,0.4223313408914159
75% Corpus,18,0.61,0.61,0.4651484166621195
75% Corpus,18,0.61,0.9099999999999999,0.4534428422888996
75% Corpus,18,0.61,symmetric,0.3898613522949202
75% Corpus,18,0.9099999999999999,0.01,0.3820684187476489
75% Corpus,18,0.9099999999999999,0.31,0.3983595961299054
75% Corpus,18,0.9099999999999999,0.61,0.3686816143258877
75% Corpus,18,0.9099999999999999,0.9099999999999999,0.3911955541621517
75% Corpus,18,0.9099999999999999,symmetric,0.3774011605790523
75% Corpus,18,symmetric,0.01,0.3674285052879139
75% Corpus,18,symmetric,0.31,0.4293219430182871
75% Corpus,18,symmetric,0.61,0.3899578666402568
75% Corpus,18,symmetric,0.9099999999999999,0.4407048118820582
75% Corpus,18,symmetric,symmetric,0.3800678878791226
75% Corpus,18,asymmetric,0.01,0.379969770954459
75% Corpus,18,asymmetric,0.31,0.4102628971770208
75% Corpus,18,asymmetric,0.61,0.4431512949306355
75% Corpus,18,asymmetric,0.9099999999999999,0.4626039882597308
75% Corpus,18,asymmetric,symmetric,0.3886816073363339
75% Corpus,19,0.01,0.01,0.3626146130411019
75% Corpus,19,0.01,0.31,0.3961880061657076
75% Corpus,19,0.01,0.61,0.3669518872465199
75% Corpus,19,0.01,0.9099999999999999,0.47692062694534
75% Corpus,19,0.01,symmetric,0.3800471291413057
75% Corpus,19,0.31,0.01,0.3893871393757262
75% Corpus,19,0.31,0.31,0.3446405682763362
75% Corpus,19,0.31,0.61,0.3939226171362144
75% Corpus,19,0.31,0.9099999999999999,0.5118425523817904
75% Corpus,19,0.31,symmetric,0.3873068458085664
75% Corpus,19,0.61,0.01,0.3760038186303169
75% Corpus,19,0.61,0.31,0.4090055918135735
75% Corpus,19,0.61,0.61,0.4351629644595275
75% Corpus,19,0.61,0.9099999999999999,0.4514907315491724
75% Corpus,19,0.61,symmetric,0.372436326907007
75% Corpus,19,0.9099999999999999,0.01,0.3740803803876841
75% Corpus,19,0.9099999999999999,0.31,0.4034852308841087
75% Corpus,19,0.9099999999999999,0.61,0.3665567910760617
75% Corpus,19,0.9099999999999999,0.9099999999999999,0.3850064362219967
75% Corpus,19,0.9099999999999999,symmetric,0.371887905548599
75% Corpus,19,symmetric,0.01,0.37406356471175
75% Corpus,19,symmetric,0.31,0.387885927993747
75% Corpus,19,symmetric,0.61,0.3729121489202037
75% Corpus,19,symmetric,0.9099999999999999,0.5209289313652118
75% Corpus,19,symmetric,symmetric,0.384433392808191
75% Corpus,19,asymmetric,0.01,0.386440762646985
75% Corpus,19,asymmetric,0.31,0.4124538115601305
75% Corpus,19,asymmetric,0.61,0.4076355584310556
75% Corpus,19,asymmetric,0.9099999999999999,0.4591937122408291
75% Corpus,19,asymmetric,symmetric,0.3609069864028782
75% Corpus,20,0.01,0.01,0.4031249108289484
75% Corpus,20,0.01,0.31,0.407579762175209
75% Corpus,20,0.01,0.61,0.3824185823619871
75% Corpus,20,0.01,0.9099999999999999,0.4701106888575167
75% Corpus,20,0.01,symmetric,0.3933851476617681
75% Corpus,20,0.31,0.01,0.3960742330337813
75% Corpus,20,0.31,0.31,0.3956586954324965
75% Corpus,20,0.31,0.61,0.4049926154265795
75% Corpus,20,0.31,0.9099999999999999,0.4790522412429718
75% Corpus,20,0.31,symmetric,0.3920816950364764
75% Corpus,20,0.61,0.01,0.3746410403373931
75% Corpus,20,0.61,0.31,0.3936551332076751
75% Corpus,20,0.61,0.61,0.4187592798593902
75% Corpus,20,0.61,0.9099999999999999,0.4539557781317489
75% Corpus,20,0.61,symmetric,0.3759497415054633
75% Corpus,20,0.9099999999999999,0.01,0.3664424129079425
75% Corpus,20,0.9099999999999999,0.31,0.3858826303453781
75% Corpus,20,0.9099999999999999,0.61,0.396565619389046
75% Corpus,20,0.9099999999999999,0.9099999999999999,0.3646932283406774
75% Corpus,20,0.9099999999999999,symmetric,0.3762007147604239
75% Corpus,20,symmetric,0.01,0.3986190840990372
75% Corpus,20,symmetric,0.31,0.4039271029786727
75% Corpus,20,symmetric,0.61,0.4013173900144897
75% Corpus,20,symmetric,0.9099999999999999,0.4861535114563303
75% Corpus,20,symmetric,symmetric,0.373011113717381
75% Corpus,20,asymmetric,0.01,0.4135438397199581
75% Corpus,20,asymmetric,0.31,0.3994341739439033
75% Corpus,20,asymmetric,0.61,0.4382608827276576
75% Corpus,20,asymmetric,0.9099999999999999,0.4071079489562964
75% Corpus,20,asymmetric,symmetric,0.4239729331749019
75% Corpus,21,0.01,0.01,0.3636776173135336
75% Corpus,21,0.01,0.31,0.4205166701138099
75% Corpus,21,0.01,0.61,0.4327654310294807
75% Corpus,21,0.01,0.9099999999999999,0.4467384770616498
75% Corpus,21,0.01,symmetric,0.382580814699685
75% Corpus,21,0.31,0.01,0.3639899911558029
75% Corpus,21,0.31,0.31,0.4284022280369973
75% Corpus,21,0.31,0.61,0.4664046048806684
75% Corpus,21,0.31,0.9099999999999999,0.4730128583729134
75% Corpus,21,0.31,symmetric,0.399310759693323
75% Corpus,21,0.61,0.01,0.3820700798530834
75% Corpus,21,0.61,0.31,0.4218050306334535
75% Corpus,21,0.61,0.61,0.4698037396422837
75% Corpus,21,0.61,0.9099999999999999,0.4431337873078503
75% Corpus,21,0.61,symmetric,0.38789591764205
75% Corpus,21,0.9099999999999999,0.01,0.3759188090597742
75% Corpus,21,0.9099999999999999,0.31,0.3822756712636124
75% Corpus,21,0.9099999999999999,0.61,0.3994165058946936
75% Corpus,21,0.9099999999999999,0.9099999999999999,0.3733080485582533
75% Corpus,21,0.9099999999999999,symmetric,0.3767746859127493
75% Corpus,21,symmetric,0.01,0.3527322593203128
75% Corpus,21,symmetric,0.31,0.4391533784395848
75% Corpus,21,symmetric,0.61,0.4400855467155759
75% Corpus,21,symmetric,0.9099999999999999,0.4270779776382103
75% Corpus,21,symmetric,symmetric,0.3613633745377413
75% Corpus,21,asymmetric,0.01,0.3657712735904647
75% Corpus,21,asymmetric,0.31,0.4266719292165224
75% Corpus,21,asymmetric,0.61,0.4237102334254396
75% Corpus,21,asymmetric,0.9099999999999999,0.4167597470066758
75% Corpus,21,asymmetric,symmetric,0.3829831370813926
75% Corpus,22,0.01,0.01,0.3628374421295679
75% Corpus,22,0.01,0.31,0.4168868179442487
75% Corpus,22,0.01,0.61,0.4521415998903318
75% Corpus,22,0.01,0.9099999999999999,0.5278517763730416
75% Corpus,22,0.01,symmetric,0.3662917093239196
75% Corpus,22,0.31,0.01,0.3691521355255061
75% Corpus,22,0.31,0.31,0.4287629231710509
75% Corpus,22,0.31,0.61,0.480466659120327
75% Corpus,22,0.31,0.9099999999999999,0.5146648640654813
75% Corpus,22,0.31,symmetric,0.3591275001513377
75% Corpus,22,0.61,0.01,0.3734391586445857
75% Corpus,22,0.61,0.31,0.4110711347369351
75% Corpus,22,0.61,0.61,0.457166697932468
75% Corpus,22,0.61,0.9099999999999999,0.4553777390360455
75% Corpus,22,0.61,symmetric,0.3877436042532132
75% Corpus,22,0.9099999999999999,0.01,0.3720910188180533
75% Corpus,22,0.9099999999999999,0.31,0.3916068010269806
75% Corpus,22,0.9099999999999999,0.61,0.3797802548058012
75% Corpus,22,0.9099999999999999,0.9099999999999999,0.3960629870532318
75% Corpus,22,0.9099999999999999,symmetric,0.3912290908622773
75% Corpus,22,symmetric,0.01,0.3612896461457459
75% Corpus,22,symmetric,0.31,0.4256582132561515
75% Corpus,22,symmetric,0.61,0.4329537422263115
75% Corpus,22,symmetric,0.9099999999999999,0.5283279226129106
75% Corpus,22,symmetric,symmetric,0.3719026415616345
75% Corpus,22,asymmetric,0.01,0.3645602989632456
75% Corpus,22,asymmetric,0.31,0.4165740369556635
75% Corpus,22,asymmetric,0.61,0.4634073339304049
75% Corpus,22,asymmetric,0.9099999999999999,0.4737603671794819
75% Corpus,22,asymmetric,symmetric,0.369969140990406
75% Corpus,23,0.01,0.01,0.3737327029664697
75% Corpus,23,0.01,0.31,0.3951820417087428
75% Corpus,23,0.01,0.61,0.4455237497999164
75% Corpus,23,0.01,0.9099999999999999,0.429709152020207
75% Corpus,23,0.01,symmetric,0.3845384278487239
75% Corpus,23,0.31,0.01,0.3943676884535942
75% Corpus,23,0.31,0.31,0.4055879760489463
75% Corpus,23,0.31,0.61,0.4313028919959573
75% Corpus,23,0.31,0.9099999999999999,0.4406729479927012
75% Corpus,23,0.31,symmetric,0.3889659798880974
75% Corpus,23,0.61,0.01,0.3916995200999263
75% Corpus,23,0.61,0.31,0.4279344102912074
75% Corpus,23,0.61,0.61,0.4660758339621758
75% Corpus,23,0.61,0.9099999999999999,0.4277901500085901
75% Corpus,23,0.61,symmetric,0.3839141051103346
75% Corpus,23,0.9099999999999999,0.01,0.3886685749762069
75% Corpus,23,0.9099999999999999,0.31,0.404135160717071
75% Corpus,23,0.9099999999999999,0.61,0.3933640176305594
75% Corpus,23,0.9099999999999999,0.9099999999999999,0.3665896032491889
75% Corpus,23,0.9099999999999999,symmetric,0.391404106736668
75% Corpus,23,symmetric,0.01,0.3756822802616564
75% Corpus,23,symmetric,0.31,0.3965139617905038
75% Corpus,23,symmetric,0.61,0.4441115232782092
75% Corpus,23,symmetric,0.9099999999999999,0.447999973761244
75% Corpus,23,symmetric,symmetric,0.3932737847028529
75% Corpus,23,asymmetric,0.01,0.3717502023080318
75% Corpus,23,asymmetric,0.31,0.4474828568551406
75% Corpus,23,asymmetric,0.61,0.4276225968691036
75% Corpus,23,asymmetric,0.9099999999999999,0.3885010698575254
75% Corpus,23,asymmetric,symmetric,0.3710464664974585
75% Corpus,24,0.01,0.01,0.3921976694095883
75% Corpus,24,0.01,0.31,0.4020644838859453
75% Corpus,24,0.01,0.61,0.4451858984053414
75% Corpus,24,0.01,0.9099999999999999,0.45151714038669
75% Corpus,24,0.01,symmetric,0.3952682372982285
75% Corpus,24,0.31,0.01,0.382895325410524
75% Corpus,24,0.31,0.31,0.3943420949166352
75% Corpus,24,0.31,0.61,0.3944037740341179
75% Corpus,24,0.31,0.9099999999999999,0.4669679843214881
75% Corpus,24,0.31,symmetric,0.3655537853143033
75% Corpus,24,0.61,0.01,0.3794958318615329
75% Corpus,24,0.61,0.31,0.4091250059550456
75% Corpus,24,0.61,0.61,0.4255220059193638
75% Corpus,24,0.61,0.9099999999999999,0.4781098936834956
75% Corpus,24,0.61,symmetric,0.3978618016481063
75% Corpus,24,0.9099999999999999,0.01,0.3769863364730323
75% Corpus,24,0.9099999999999999,0.31,0.3653603376768755
75% Corpus,24,0.9099999999999999,0.61,0.3647127131741439
75% Corpus,24,0.9099999999999999,0.9099999999999999,0.3490997014934566
75% Corpus,24,0.9099999999999999,symmetric,0.3862434347994379
75% Corpus,24,symmetric,0.01,0.3842791363885101
75% Corpus,24,symmetric,0.31,0.4082958285798428
75% Corpus,24,symmetric,0.61,0.4099155273187153
75% Corpus,24,symmetric,0.9099999999999999,0.4629564656693799
75% Corpus,24,symmetric,symmetric,0.3787278067560609
75% Corpus,24,asymmetric,0.01,0.4011239718703135
75% Corpus,24,asymmetric,0.31,0.4675430883326057
75% Corpus,24,asymmetric,0.61,0.4568362590147284
75% Corpus,24,asymmetric,0.9099999999999999,0.4116606684155079
75% Corpus,24,asymmetric,symmetric,0.3655464182767153
75% Corpus,25,0.01,0.01,0.3632550723961741
75% Corpus,25,0.01,0.31,0.4134124603751593
75% Corpus,25,0.01,0.61,0.4625658119269464
75% Corpus,25,0.01,0.9099999999999999,0.4365765317606743
75% Corpus,25,0.01,symmetric,0.3561175045969609
75% Corpus,25,0.31,0.01,0.3976399448432003
75% Corpus,25,0.31,0.31,0.3984282174567907
75% Corpus,25,0.31,0.61,0.4216057529120961
75% Corpus,25,0.31,0.9099999999999999,0.4943541403213576
75% Corpus,25,0.31,symmetric,0.3587958131972151
75% Corpus,25,0.61,0.01,0.3632187352339561
75% Corpus,25,0.61,0.31,0.3809137183536568
75% Corpus,25,0.61,0.61,0.4378709771329209
75% Corpus,25,0.61,0.9099999999999999,0.4148325415528502
75% Corpus,25,0.61,symmetric,0.3625642882742029
75% Corpus,25,0.9099999999999999,0.01,0.3752427346707
75% Corpus,25,0.9099999999999999,0.31,0.3724830174761274
75% Corpus,25,0.9099999999999999,0.61,0.3884875846970627
75% Corpus,25,0.9099999999999999,0.9099999999999999,0.375721187728411
75% Corpus,25,0.9099999999999999,symmetric,0.3611452641211943
75% Corpus,25,symmetric,0.01,0.3686994651428602
75% Corpus,25,symmetric,0.31,0.3958454488567164
75% Corpus,25,symmetric,0.61,0.4235592128591036
75% Corpus,25,symmetric,0.9099999999999999,0.4493979041985472
75% Corpus,25,symmetric,symmetric,0.3624973790115195
75% Corpus,25,asymmetric,0.01,0.3762227346917375
75% Corpus,25,asymmetric,0.31,0.4015261982613872
75% Corpus,25,asymmetric,0.61,0.3940626566741613
75% Corpus,25,asymmetric,0.9099999999999999,0.4150487445287078
75% Corpus,25,asymmetric,symmetric,0.3669060517552142
75% Corpus,26,0.01,0.01,0.3990079706453582
75% Corpus,26,0.01,0.31,0.4319654207877997
75% Corpus,26,0.01,0.61,0.4707024884049603
75% Corpus,26,0.01,0.9099999999999999,0.5278267330848062
75% Corpus,26,0.01,symmetric,0.3901391371140362
75% Corpus,26,0.31,0.01,0.3710956543285933
75% Corpus,26,0.31,0.31,0.3920966525877538
75% Corpus,26,0.31,0.61,0.4017936809359698
75% Corpus,26,0.31,0.9099999999999999,0.4705142638759959
75% Corpus,26,0.31,symmetric,0.3645735942176293
75% Corpus,26,0.61,0.01,0.3641067547330955
75% Corpus,26,0.61,0.31,0.3914178308201874
75% Corpus,26,0.61,0.61,0.4435918247914447
75% Corpus,26,0.61,0.9099999999999999,0.4399027752794622
75% Corpus,26,0.61,symmetric,0.3719418069585632
75% Corpus,26,0.9099999999999999,0.01,0.3763010515516538
75% Corpus,26,0.9099999999999999,0.31,0.3520027702971454
75% Corpus,26,0.9099999999999999,0.61,0.3826986809436088
75% Corpus,26,0.9099999999999999,0.9099999999999999,0.3479174949353357
75% Corpus,26,0.9099999999999999,symmetric,0.3667602805031673
75% Corpus,26,symmetric,0.01,0.3948485603096514
75% Corpus,26,symmetric,0.31,0.42867492122228
75% Corpus,26,symmetric,0.61,0.4986714608554727
75% Corpus,26,symmetric,0.9099999999999999,0.4883642273819945
75% Corpus,26,symmetric,symmetric,0.3873929408474795
75% Corpus,26,asymmetric,0.01,0.3801919510155623
75% Corpus,26,asymmetric,0.31,0.4019687600348475
75% Corpus,26,asymmetric,0.61,0.5052920561795448
75% Corpus,26,asymmetric,0.9099999999999999,0.4699787421037544
75% Corpus,26,asymmetric,symmetric,0.366559150665448
75% Corpus,27,0.01,0.01,0.3877285414293552
75% Corpus,27,0.01,0.31,0.4102609628215148
75% Corpus,27,0.01,0.61,0.4516650932146026
75% Corpus,27,0.01,0.9099999999999999,0.4501741569952059
75% Corpus,27,0.01,symmetric,0.3749115984520117
75% Corpus,27,0.31,0.01,0.3644556698699532
75% Corpus,27,0.31,0.31,0.4166745405755311
75% Corpus,27,0.31,0.61,0.4261597275390168
75% Corpus,27,0.31,0.9099999999999999,0.4583118969413504
75% Corpus,27,0.31,symmetric,0.3612173006578495
75% Corpus,27,0.61,0.01,0.3745687699695905
75% Corpus,27,0.61,0.31,0.3753599302280739
75% Corpus,27,0.61,0.61,0.3687418219840412
75% Corpus,27,0.61,0.9099999999999999,0.3767463525010125
75% Corpus,27,0.61,symmetric,0.3754144790075059
75% Corpus,27,0.9099999999999999,0.01,0.3810183720825775
75% Corpus,27,0.9099999999999999,0.31,0.3677553544059942
75% Corpus,27,0.9099999999999999,0.61,0.367255429021722
75% Corpus,27,0.9099999999999999,0.9099999999999999,0.3392117833570144
75% Corpus,27,0.9099999999999999,symmetric,0.3725395915172996
75% Corpus,27,symmetric,0.01,0.3827152459995214
75% Corpus,27,symmetric,0.31,0.4176463974579278
75% Corpus,27,symmetric,0.61,0.4313993837410343
75% Corpus,27,symmetric,0.9099999999999999,0.4681448732737778
75% Corpus,27,symmetric,symmetric,0.3648027255760974
75% Corpus,27,asymmetric,0.01,0.3611247527528824
75% Corpus,27,asymmetric,0.31,0.4327959916336202
75% Corpus,27,asymmetric,0.61,0.4344719128145229
75% Corpus,27,asymmetric,0.9099999999999999,0.4377707121128134
75% Corpus,27,asymmetric,symmetric,0.3801206960646717
75% Corpus,28,0.01,0.01,0.3609646895354483
75% Corpus,28,0.01,0.31,0.3986659323476021
75% Corpus,28,0.01,0.61,0.4416188703343387
75% Corpus,28,0.01,0.9099999999999999,0.4460898941971785
75% Corpus,28,0.01,symmetric,0.3505310570446691
75% Corpus,28,0.31,0.01,0.3759452586587829
75% Corpus,28,0.31,0.31,0.4367678512118619
75% Corpus,28,0.31,0.61,0.4014022205912108
75% Corpus,28,0.31,0.9099999999999999,0.4988935310125741
75% Corpus,28,0.31,symmetric,0.3655201815424889
75% Corpus,28,0.61,0.01,0.3709904863949494
75% Corpus,28,0.61,0.31,0.3989910313151125
75% Corpus,28,0.61,0.61,0.4012279700438942
75% Corpus,28,0.61,0.9099999999999999,0.4006280722290697
75% Corpus,28,0.61,symmetric,0.3833964336524855
75% Corpus,28,0.9099999999999999,0.01,0.3764622779046806
75% Corpus,28,0.9099999999999999,0.31,0.349396029245835
75% Corpus,28,0.9099999999999999,0.61,0.3915406066836915
75% Corpus,28,0.9099999999999999,0.9099999999999999,0.3522171323918474
75% Corpus,28,0.9099999999999999,symmetric,0.3691168805054667
75% Corpus,28,symmetric,0.01,0.3737910914491594
75% Corpus,28,symmetric,0.31,0.4107606678358601
75% Corpus,28,symmetric,0.61,0.4409414832730386
75% Corpus,28,symmetric,0.9099999999999999,0.4655942837858854
75% Corpus,28,symmetric,symmetric,0.3544533725339745
75% Corpus,28,asymmetric,0.01,0.3819302741237352
75% Corpus,28,asymmetric,0.31,0.391963390881404
75% Corpus,28,asymmetric,0.61,0.4440510076080587
75% Corpus,28,asymmetric,0.9099999999999999,0.4506789994592021
75% Corpus,28,asymmetric,symmetric,0.363147976451739
75% Corpus,29,0.01,0.01,0.3929131915046005
75% Corpus,29,0.01,0.31,0.4111419222476069
75% Corpus,29,0.01,0.61,0.4175155894303752
75% Corpus,29,0.01,0.9099999999999999,0.4413146551695467
75% Corpus,29,0.01,symmetric,0.366647188680443
75% Corpus,29,0.31,0.01,0.378955496202114
75% Corpus,29,0.31,0.31,0.3756715279657183
75% Corpus,29,0.31,0.61,0.4282106378990263
75% Corpus,29,0.31,0.9099999999999999,0.4601159475498795
75% Corpus,29,0.31,symmetric,0.3950155851845502
75% Corpus,29,0.61,0.01,0.3753922555790135
75% Corpus,29,0.61,0.31,0.374492590439081
75% Corpus,29,0.61,0.61,0.3715586654530863
75% Corpus,29,0.61,0.9099999999999999,0.395942210829017
75% Corpus,29,0.61,symmetric,0.3581379981640284
75% Corpus,29,0.9099999999999999,0.01,0.3836979290345979
75% Corpus,29,0.9099999999999999,0.31,0.345744940103954
75% Corpus,29,0.9099999999999999,0.61,0.4014492359314821
75% Corpus,29,0.9099999999999999,0.9099999999999999,0.3597193301743173
75% Corpus,29,0.9099999999999999,symmetric,0.3880257935363619
75% Corpus,29,symmetric,0.01,0.3998979591113754
75% Corpus,29,symmetric,0.31,0.4029180071763036
75% Corpus,29,symmetric,0.61,0.4160226103630043
75% Corpus,29,symmetric,0.9099999999999999,0.469993623845747
75% Corpus,29,symmetric,symmetric,0.37859449483838
75% Corpus,29,asymmetric,0.01,0.3619524882520982
75% Corpus,29,asymmetric,0.31,0.385906600139061
75% Corpus,29,asymmetric,0.61,0.4569505117847744
75% Corpus,29,asymmetric,0.9099999999999999,0.4223475925021388
75% Corpus,29,asymmetric,symmetric,0.3595267611041197
75% Corpus,30,0.01,0.01,0.3867525925426918
75% Corpus,30,0.01,0.31,0.4176452604537637
75% Corpus,30,0.01,0.61,0.431939899736977
75% Corpus,30,0.01,0.9099999999999999,0.4335522252763125
75% Corpus,30,0.01,symmetric,0.3937633921710194
75% Corpus,30,0.31,0.01,0.4092742883827661
75% Corpus,30,0.31,0.31,0.4281814748705785
75% Corpus,30,0.31,0.61,0.449755071985802
75% Corpus,30,0.31,0.9099999999999999,0.4848457645688528
75% Corpus,30,0.31,symmetric,0.3752036853337387
75% Corpus,30,0.61,0.01,0.3878354327680465
75% Corpus,30,0.61,0.31,0.3877418121296954
75% Corpus,30,0.61,0.61,0.393317601592155
75% Corpus,30,0.61,0.9099999999999999,0.3920762784624804
75% Corpus,30,0.61,symmetric,0.3965945976114832
75% Corpus,30,0.9099999999999999,0.01,0.392743595603699
75% Corpus,30,0.9099999999999999,0.31,0.3806458241795151
75% Corpus,30,0.9099999999999999,0.61,0.4048937340249928
75% Corpus,30,0.9099999999999999,0.9099999999999999,0.3679294438504829
75% Corpus,30,0.9099999999999999,symmetric,0.3853509487429502
75% Corpus,30,symmetric,0.01,0.385579444505262
75% Corpus,30,symmetric,0.31,0.3974029761736218
75% Corpus,30,symmetric,0.61,0.407392967348253
75% Corpus,30,symmetric,0.9099999999999999,0.4256328528636546
75% Corpus,30,symmetric,symmetric,0.3827887375734534
75% Corpus,30,asymmetric,0.01,0.3711035206316559
75% Corpus,30,asymmetric,0.31,0.4295107769647764
75% Corpus,30,asymmetric,0.61,0.4479745211457126
75% Corpus,30,asymmetric,0.9099999999999999,0.3684694036038947
75% Corpus,30,asymmetric,symmetric,0.3732565054975713
75% Corpus,31,0.01,0.01,0.3593301444317373
75% Corpus,31,0.01,0.31,0.4190066043999689
75% Corpus,31,0.01,0.61,0.4802946502531874
75% Corpus,31,0.01,0.9099999999999999,0.4860847000939283
75% Corpus,31,0.01,symmetric,0.3650944402060764
75% Corpus,31,0.31,0.01,0.3767461744228199
75% Corpus,31,0.31,0.31,0.3500231370125587
75% Corpus,31,0.31,0.61,0.3981656436297842
75% Corpus,31,0.31,0.9099999999999999,0.5060814737718181
75% Corpus,31,0.31,symmetric,0.4081159670871611
75% Corpus,31,0.61,0.01,0.3786826092749862
75% Corpus,31,0.61,0.31,0.406029710416471
75% Corpus,31,0.61,0.61,0.3995653853354254
75% Corpus,31,0.61,0.9099999999999999,0.4089222767546377
75% Corpus,31,0.61,symmetric,0.37590608102653
75% Corpus,31,0.9099999999999999,0.01,0.3875839232011006
75% Corpus,31,0.9099999999999999,0.31,0.3716157145757109
75% Corpus,31,0.9099999999999999,0.61,0.372848333681717
75% Corpus,31,0.9099999999999999,0.9099999999999999,0.362571227982394
75% Corpus,31,0.9099999999999999,symmetric,0.3835320586758141
75% Corpus,31,symmetric,0.01,0.3658443141096022
75% Corpus,31,symmetric,0.31,0.413055084572538
75% Corpus,31,symmetric,0.61,0.4518411541365134
75% Corpus,31,symmetric,0.9099999999999999,0.4935163220561023
75% Corpus,31,symmetric,symmetric,0.3757872783356745
75% Corpus,31,asymmetric,0.01,0.3712292545318342
75% Corpus,31,asymmetric,0.31,0.4225602485228801
75% Corpus,31,asymmetric,0.61,0.4544727475367241
75% Corpus,31,asymmetric,0.9099999999999999,0.4380686533892676
75% Corpus,31,asymmetric,symmetric,0.3691480321572139
75% Corpus,32,0.01,0.01,0.3782892209584525
75% Corpus,32,0.01,0.31,0.4149745000202908
75% Corpus,32,0.01,0.61,0.5025799766256666
75% Corpus,32,0.01,0.9099999999999999,0.4602682102494681
75% Corpus,32,0.01,symmetric,0.384161675195879
75% Corpus,32,0.31,0.01,0.381151118206572
75% Corpus,32,0.31,0.31,0.4201926536135369
75% Corpus,32,0.31,0.61,0.4807965509188571
75% Corpus,32,0.31,0.9099999999999999,0.4687112593039515
75% Corpus,32,0.31,symmetric,0.3893629486008904
75% Corpus,32,0.61,0.01,0.3962190177025532
75% Corpus,32,0.61,0.31,0.4553371450294753
75% Corpus,32,0.61,0.61,0.3904965947346771
75% Corpus,32,0.61,0.9099999999999999,0.3939832343134555
75% Corpus,32,0.61,symmetric,0.3917733436781301
75% Corpus,32,0.9099999999999999,0.01,0.3905975596718527
75% Corpus,32,0.9099999999999999,0.31,0.3810505682642655
75% Corpus,32,0.9099999999999999,0.61,0.3677389511599465
75% Corpus,32,0.9099999999999999,0.9099999999999999,0.3438125184991938
75% Corpus,32,0.9099999999999999,symmetric,0.3949608981955156
75% Corpus,32,symmetric,0.01,0.3781492699593079
75% Corpus,32,symmetric,0.31,0.4224419096335991
75% Corpus,32,symmetric,0.61,0.5082991268590098
75% Corpus,32,symmetric,0.9099999999999999,0.464705310962731
75% Corpus,32,symmetric,symmetric,0.4056939385157254
75% Corpus,32,asymmetric,0.01,0.4018216023783257
75% Corpus,32,asymmetric,0.31,0.4249684857622868
75% Corpus,32,asymmetric,0.61,0.4990348840113547
75% Corpus,32,asymmetric,0.9099999999999999,0.4717058739893762
75% Corpus,32,asymmetric,symmetric,0.3908414738270939
75% Corpus,33,0.01,0.01,0.3894409941465978
75% Corpus,33,0.01,0.31,0.3881958191315787
75% Corpus,33,0.01,0.61,0.457722040159126
75% Corpus,33,0.01,0.9099999999999999,0.4501232443838409
75% Corpus,33,0.01,symmetric,0.3736336721591342
75% Corpus,33,0.31,0.01,0.3990072247683459
75% Corpus,33,0.31,0.31,0.4140543847011642
75% Corpus,33,0.31,0.61,0.4582440402327714
75% Corpus,33,0.31,0.9099999999999999,0.4752672829309048
75% Corpus,33,0.31,symmetric,0.3986165588734842
75% Corpus,33,0.61,0.01,0.3948746557957966
75% Corpus,33,0.61,0.31,0.4337957326839805
75% Corpus,33,0.61,0.61,0.3714105707127164
75% Corpus,33,0.61,0.9099999999999999,0.3620888324057724
75% Corpus,33,0.61,symmetric,0.3771740559983469
75% Corpus,33,0.9099999999999999,0.01,0.3904769775090437
75% Corpus,33,0.9099999999999999,0.31,0.3791809361716042
75% Corpus,33,0.9099999999999999,0.61,0.3548067878542691
75% Corpus,33,0.9099999999999999,0.9099999999999999,0.3556050638027725
75% Corpus,33,0.9099999999999999,symmetric,0.3815575546943641
75% Corpus,33,symmetric,0.01,0.3980638736165368
75% Corpus,33,symmetric,0.31,0.404532635831087
75% Corpus,33,symmetric,0.61,0.4846939718092958
75% Corpus,33,symmetric,0.9099999999999999,0.441798360435912
75% Corpus,33,symmetric,symmetric,0.3762032603491008
75% Corpus,33,asymmetric,0.01,0.3958113943700754
75% Corpus,33,asymmetric,0.31,0.4118567183630641
75% Corpus,33,asymmetric,0.61,0.5028134251885159
75% Corpus,33,asymmetric,0.9099999999999999,0.4348744928322612
75% Corpus,33,asymmetric,symmetric,0.3858966278009328
75% Corpus,34,0.01,0.01,0.3850842614959514
75% Corpus,34,0.01,0.31,0.4325757135605664
75% Corpus,34,0.01,0.61,0.4873184203319987
75% Corpus,34,0.01,0.9099999999999999,0.4894484953954829
75% Corpus,34,0.01,symmetric,0.3783639614008625
75% Corpus,34,0.31,0.01,0.4026702945148849
75% Corpus,34,0.31,0.31,0.4184458958860548
75% Corpus,34,0.31,0.61,0.4493471218855549
75% Corpus,34,0.31,0.9099999999999999,0.4605820540481918
75% Corpus,34,0.31,symmetric,0.3954930840980473
75% Corpus,34,0.61,0.01,0.3749870666877859
75% Corpus,34,0.61,0.31,0.3867078789912543
75% Corpus,34,0.61,0.61,0.3757233057721483
75% Corpus,34,0.61,0.9099999999999999,0.3459055129728276
75% Corpus,34,0.61,symmetric,0.3779604570898088
75% Corpus,34,0.9099999999999999,0.01,0.3794700793474598
75% Corpus,34,0.9099999999999999,0.31,0.3755927397111009
75% Corpus,34,0.9099999999999999,0.61,0.3685820425609175
