Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,9,0.31,symmetric,0.4407883715050876
75% Corpus,9,0.61,0.01,0.41230499528752873
75% Corpus,9,0.61,0.31,0.4200268515301865
75% Corpus,9,0.61,0.61,0.4179046618225515
75% Corpus,9,0.61,0.9099999999999999,0.411853474440882
75% Corpus,9,0.61,symmetric,0.41642185519573466
75% Corpus,9,0.9099999999999999,0.01,0.40914863167677773
75% Corpus,9,0.9099999999999999,0.31,0.41757059801156304
75% Corpus,9,0.9099999999999999,0.61,0.4270782813377875
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.42790388512239147
75% Corpus,9,0.9099999999999999,symmetric,0.4181544071809756
75% Corpus,9,symmetric,0.01,0.433446396010726
75% Corpus,9,symmetric,0.31,0.45020447540606034
75% Corpus,9,symmetric,0.61,0.462799456077247
75% Corpus,9,symmetric,0.9099999999999999,0.47244638179621096
75% Corpus,9,symmetric,symmetric,0.42429914204458075
75% Corpus,9,asymmetric,0.01,0.43870359440544493
75% Corpus,9,asymmetric,0.31,0.4427700774490054
75% Corpus,9,asymmetric,0.61,0.4421572581210926
75% Corpus,9,asymmetric,0.9099999999999999,0.4498649366682684
75% Corpus,9,asymmetric,symmetric,0.44064233934103203
75% Corpus,10,0.01,0.01,0.4225500439950597
75% Corpus,10,0.01,0.31,0.4249703330748245
75% Corpus,10,0.01,0.61,0.4212450977125598
75% Corpus,10,0.01,0.9099999999999999,0.4150459576538751
75% Corpus,10,0.01,symmetric,0.4193503423052527
75% Corpus,10,0.31,0.01,0.43596756907678574
75% Corpus,10,0.31,0.31,0.466157498348892
75% Corpus,10,0.31,0.61,0.47586761603205047
75% Corpus,10,0.31,0.9099999999999999,0.46072695391815344
75% Corpus,10,0.31,symmetric,0.4408625656310462
75% Corpus,10,0.61,0.01,0.3861506448947409
75% Corpus,10,0.61,0.31,0.3889139105659757
75% Corpus,10,0.61,0.61,0.39057130368419407
75% Corpus,10,0.61,0.9099999999999999,0.40380796429058996
75% Corpus,10,0.61,symmetric,0.38371141471179515
75% Corpus,10,0.9099999999999999,0.01,0.40547961756661566
75% Corpus,10,0.9099999999999999,0.31,0.4124154264921721
75% Corpus,10,0.9099999999999999,0.61,0.42084564715695033
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.41894587008148765
75% Corpus,10,0.9099999999999999,symmetric,0.40531641200647484
75% Corpus,10,symmetric,0.01,0.4388550185886677
75% Corpus,10,symmetric,0.31,0.4391048354423678
75% Corpus,10,symmetric,0.61,0.4325333955105569
75% Corpus,10,symmetric,0.9099999999999999,0.4387174451064448
75% Corpus,10,symmetric,symmetric,0.4436518302306811
75% Corpus,10,asymmetric,0.01,0.4285326817997069
75% Corpus,10,asymmetric,0.31,0.43165270424328417
75% Corpus,10,asymmetric,0.61,0.41809837410437584
75% Corpus,10,asymmetric,0.9099999999999999,0.42361375747827834
75% Corpus,10,asymmetric,symmetric,0.4273964471894895
75% Corpus,11,0.01,0.01,0.4379770931057283
75% Corpus,11,0.01,0.31,0.4419486625285176
75% Corpus,11,0.01,0.61,0.44862933214460965
75% Corpus,11,0.01,0.9099999999999999,0.4355204926353421
75% Corpus,11,0.01,symmetric,0.4282226671029186
75% Corpus,11,0.31,0.01,0.40823945427512437
75% Corpus,11,0.31,0.31,0.40311441770688616
75% Corpus,11,0.31,0.61,0.39806499363946485
75% Corpus,11,0.31,0.9099999999999999,0.4064750101573914
75% Corpus,11,0.31,symmetric,0.40943709399477884
75% Corpus,11,0.61,0.01,0.4335029510824755
75% Corpus,11,0.61,0.31,0.42281508806035784
75% Corpus,11,0.61,0.61,0.4087395436162291
75% Corpus,11,0.61,0.9099999999999999,0.40668323384809396
75% Corpus,11,0.61,symmetric,0.4229822102298918
75% Corpus,11,0.9099999999999999,0.01,0.41061486288089255
75% Corpus,11,0.9099999999999999,0.31,0.4123985839885967
75% Corpus,11,0.9099999999999999,0.61,0.41019281088569487
75% Corpus,11,0.9099999999999999,0.9099999999999999,0.39603212641524316
75% Corpus,11,0.9099999999999999,symmetric,0.4119118576794368
75% Corpus,11,symmetric,0.01,0.45241213399484437
75% Corpus,11,symmetric,0.31,0.44770219026488545
75% Corpus,11,symmetric,0.61,0.4301710422503552
75% Corpus,11,symmetric,0.9099999999999999,0.43550917277875295
75% Corpus,11,symmetric,symmetric,0.4562428418384803
75% Corpus,11,asymmetric,0.01,0.4017261197108107
75% Corpus,11,asymmetric,0.31,0.3910055074433284
75% Corpus,11,asymmetric,0.61,0.3626301755405523
75% Corpus,11,asymmetric,0.9099999999999999,0.3761259731966373
75% Corpus,11,asymmetric,symmetric,0.40175761190118525
75% Corpus,12,0.01,0.01,0.44717046268568034
75% Corpus,12,0.01,0.31,0.4365028267228368
75% Corpus,12,0.01,0.61,0.4347804396967007
75% Corpus,12,0.01,0.9099999999999999,0.41879833643945097
75% Corpus,12,0.01,symmetric,0.4473719121646936
75% Corpus,12,0.31,0.01,0.4390689277847765
75% Corpus,12,0.31,0.31,0.4491229936347793
75% Corpus,12,0.31,0.61,0.4543345029558199
75% Corpus,12,0.31,0.9099999999999999,0.4367764184048249
75% Corpus,12,0.31,symmetric,0.439733376604793
75% Corpus,12,0.61,0.01,0.41867890430698407
75% Corpus,12,0.61,0.31,0.42742626861550415
75% Corpus,12,0.61,0.61,0.41346930799961007
75% Corpus,12,0.61,0.9099999999999999,0.41650988367898373
75% Corpus,12,0.61,symmetric,0.4213402703610436
75% Corpus,12,0.9099999999999999,0.01,0.40660925868893466
75% Corpus,12,0.9099999999999999,0.31,0.4030418181829489
75% Corpus,12,0.9099999999999999,0.61,0.4001890457200889
75% Corpus,12,0.9099999999999999,0.9099999999999999,0.3910787013336894
75% Corpus,12,0.9099999999999999,symmetric,0.40507981196514975
75% Corpus,12,symmetric,0.01,0.448167627473508
75% Corpus,12,symmetric,0.31,0.4293066726198971
75% Corpus,12,symmetric,0.61,0.4395947637769399
75% Corpus,12,symmetric,0.9099999999999999,0.42761432130843163
75% Corpus,12,symmetric,symmetric,0.44734233379376426
75% Corpus,12,asymmetric,0.01,0.45090491041706526
75% Corpus,12,asymmetric,0.31,0.44205405623127136
75% Corpus,12,asymmetric,0.61,0.43162523243858764
75% Corpus,12,asymmetric,0.9099999999999999,0.42190791410122835
75% Corpus,12,asymmetric,symmetric,0.4633712364186829
75% Corpus,13,0.01,0.01,0.46209679278382854
75% Corpus,13,0.01,0.31,0.44277431481623325
75% Corpus,13,0.01,0.61,0.4476052446100111
75% Corpus,13,0.01,0.9099999999999999,0.4361834543382822
75% Corpus,13,0.01,symmetric,0.45698860578562284
75% Corpus,13,0.31,0.01,0.4286166938921424
75% Corpus,13,0.31,0.31,0.4402924941433977
75% Corpus,13,0.31,0.61,0.4357469828385653
75% Corpus,13,0.31,0.9099999999999999,0.4255739163162379
75% Corpus,13,0.31,symmetric,0.4255665598247586
75% Corpus,13,0.61,0.01,0.42270378965546446
75% Corpus,13,0.61,0.31,0.4177268812137202
75% Corpus,13,0.61,0.61,0.42023552685976073
75% Corpus,13,0.61,0.9099999999999999,0.41251272695479346
75% Corpus,13,0.61,symmetric,0.4123973491773255
75% Corpus,13,0.9099999999999999,0.01,0.4159922307224751
75% Corpus,13,0.9099999999999999,0.31,0.42116040304807295
75% Corpus,13,0.9099999999999999,0.61,0.418491180366659
75% Corpus,13,0.9099999999999999,0.9099999999999999,0.41184921127838414
75% Corpus,13,0.9099999999999999,symmetric,0.4165492795585041
75% Corpus,13,symmetric,0.01,0.47078669116451216
75% Corpus,13,symmetric,0.31,0.46360802832028014
75% Corpus,13,symmetric,0.61,0.44910236383421304
75% Corpus,13,symmetric,0.9099999999999999,0.4247410972257081
75% Corpus,13,symmetric,symmetric,0.4703214501737645
75% Corpus,13,asymmetric,0.01,0.4373835228821752
75% Corpus,13,asymmetric,0.31,0.41554491569741425
75% Corpus,13,asymmetric,0.61,0.4154066801106569
75% Corpus,13,asymmetric,0.9099999999999999,0.40963528590627823
75% Corpus,13,asymmetric,symmetric,0.42775570655065764
75% Corpus,14,0.01,0.01,0.4243642409964969
75% Corpus,14,0.01,0.31,0.4088263014225256
75% Corpus,14,0.01,0.61,0.4132536976634956
75% Corpus,14,0.01,0.9099999999999999,0.41813827163109635
75% Corpus,14,0.01,symmetric,0.41982915898530965
75% Corpus,14,0.31,0.01,0.4219107655483496
75% Corpus,14,0.31,0.31,0.4220012013307443
75% Corpus,14,0.31,0.61,0.4074985080028663
75% Corpus,14,0.31,0.9099999999999999,0.39918094220479833
75% Corpus,14,0.31,symmetric,0.4285974240435752
75% Corpus,14,0.61,0.01,0.44338731433345063
75% Corpus,14,0.61,0.31,0.43517306019060015
75% Corpus,14,0.61,0.61,0.4427044345885324
75% Corpus,14,0.61,0.9099999999999999,0.4239256003509474
75% Corpus,14,0.61,symmetric,0.4406929521545435
75% Corpus,14,0.9099999999999999,0.01,0.4192477970636728
75% Corpus,14,0.9099999999999999,0.31,0.43711285232608804
75% Corpus,14,0.9099999999999999,0.61,0.42748115295699624
75% Corpus,14,0.9099999999999999,0.9099999999999999,0.42629713652737156
75% Corpus,14,0.9099999999999999,symmetric,0.42459368388252
75% Corpus,14,symmetric,0.01,0.4277403332310445
75% Corpus,14,symmetric,0.31,0.4184573531976543
75% Corpus,14,symmetric,0.61,0.4030082404050418
75% Corpus,14,symmetric,0.9099999999999999,0.3975837204587923
75% Corpus,14,symmetric,symmetric,0.4293215246419844
75% Corpus,14,asymmetric,0.01,0.4331340396039748
75% Corpus,14,asymmetric,0.31,0.42848905415734545
75% Corpus,14,asymmetric,0.61,0.41307665139665195
75% Corpus,14,asymmetric,0.9099999999999999,0.4174814925091481
75% Corpus,14,asymmetric,symmetric,0.42649128912654594
75% Corpus,15,0.01,0.01,0.4377074256326307
75% Corpus,15,0.01,0.31,0.41452265608485633
75% Corpus,15,0.01,0.61,0.4123340228530715
75% Corpus,15,0.01,0.9099999999999999,0.41688787819038037
75% Corpus,15,0.01,symmetric,0.43151515542558877
75% Corpus,15,0.31,0.01,0.42491498163645575
75% Corpus,15,0.31,0.31,0.4195726334109828
75% Corpus,15,0.31,0.61,0.4164903236214585
75% Corpus,15,0.31,0.9099999999999999,0.4201433556263266
75% Corpus,15,0.31,symmetric,0.4318353539299234
75% Corpus,15,0.61,0.01,0.43926164004172175
75% Corpus,15,0.61,0.31,0.43670421832146583
75% Corpus,15,0.61,0.61,0.4108009484757789
75% Corpus,15,0.61,0.9099999999999999,0.42420998034092067
75% Corpus,15,0.61,symmetric,0.43993469558984183
75% Corpus,15,0.9099999999999999,0.01,0.4377555790593301
75% Corpus,15,0.9099999999999999,0.31,0.45172093219496817
75% Corpus,15,0.9099999999999999,0.61,0.4201495547456749
75% Corpus,15,0.9099999999999999,0.9099999999999999,0.4142158993547718
75% Corpus,15,0.9099999999999999,symmetric,0.4368116972885024
75% Corpus,15,symmetric,0.01,0.43207793715520926
75% Corpus,15,symmetric,0.31,0.4253310629454992
75% Corpus,15,symmetric,0.61,0.4240045246534817
75% Corpus,15,symmetric,0.9099999999999999,0.41606022724215413
75% Corpus,15,symmetric,symmetric,0.4198083475189175
75% Corpus,15,asymmetric,0.01,0.41143041490853705
75% Corpus,15,asymmetric,0.31,0.3975817887114733
75% Corpus,15,asymmetric,0.61,0.3782652102394364
75% Corpus,15,asymmetric,0.9099999999999999,0.35793580478970805
75% Corpus,15,asymmetric,symmetric,0.4155979510501713
75% Corpus,16,0.01,0.01,0.4048985680759457
75% Corpus,16,0.01,0.31,0.40912495396259096
75% Corpus,16,0.01,0.61,0.38853414310896894
75% Corpus,16,0.01,0.9099999999999999,0.3757247887429077
75% Corpus,16,0.01,symmetric,0.41040626393327906
75% Corpus,16,0.31,0.01,0.4101563857778133
75% Corpus,16,0.31,0.31,0.41697812816871305
75% Corpus,16,0.31,0.61,0.4069839406320513
75% Corpus,16,0.31,0.9099999999999999,0.3942944043657471
75% Corpus,16,0.31,symmetric,0.4080836764157813
75% Corpus,16,0.61,0.01,0.4301634793759874
75% Corpus,16,0.61,0.31,0.41392804242885306
75% Corpus,16,0.61,0.61,0.42920314657828584
75% Corpus,16,0.61,0.9099999999999999,0.4309417173128558
75% Corpus,16,0.61,symmetric,0.43067212093370255
75% Corpus,16,0.9099999999999999,0.01,0.4314405549137111
75% Corpus,16,0.9099999999999999,0.31,0.4355589799313769
75% Corpus,16,0.9099999999999999,0.61,0.41445101324591893
75% Corpus,16,0.9099999999999999,0.9099999999999999,0.40463389273822914
75% Corpus,16,0.9099999999999999,symmetric,0.43775827965499314
75% Corpus,16,symmetric,0.01,0.4030968271672946
75% Corpus,16,symmetric,0.31,0.40220547217270647
75% Corpus,16,symmetric,0.61,0.39298873358045655
75% Corpus,16,symmetric,0.9099999999999999,0.39497681257356254
75% Corpus,16,symmetric,symmetric,0.4152120844230637
75% Corpus,16,asymmetric,0.01,0.4075038892053806
75% Corpus,16,asymmetric,0.31,0.39920063275027384
75% Corpus,16,asymmetric,0.61,0.3916032033059941
75% Corpus,16,asymmetric,0.9099999999999999,0.38565893194778356
75% Corpus,16,asymmetric,symmetric,0.4061634215871433
75% Corpus,17,0.01,0.01,0.4116719243858501
75% Corpus,17,0.01,0.31,0.4103042600204738
75% Corpus,17,0.01,0.61,0.4142716955330445
75% Corpus,17,0.01,0.9099999999999999,0.39257571535225066
75% Corpus,17,0.01,symmetric,0.405122114899762
75% Corpus,17,0.31,0.01,0.4408979218109963
75% Corpus,17,0.31,0.31,0.42288002327080215
75% Corpus,17,0.31,0.61,0.4052994622366232
75% Corpus,17,0.31,0.9099999999999999,0.39261494546221093
75% Corpus,17,0.31,symmetric,0.43697974086419883
75% Corpus,17,0.61,0.01,0.4450946334038943
75% Corpus,17,0.61,0.31,0.4323391686735453
75% Corpus,17,0.61,0.61,0.44379990476069364
75% Corpus,17,0.61,0.9099999999999999,0.4411152830734404
75% Corpus,17,0.61,symmetric,0.445448035601872
75% Corpus,17,0.9099999999999999,0.01,0.441237401297385
75% Corpus,17,0.9099999999999999,0.31,0.4297458639187964
75% Corpus,17,0.9099999999999999,0.61,0.429943360270587
75% Corpus,17,0.9099999999999999,0.9099999999999999,0.41684997068768537
75% Corpus,17,0.9099999999999999,symmetric,0.4388707349885022
75% Corpus,17,symmetric,0.01,0.4132235668329054
75% Corpus,17,symmetric,0.31,0.4106815205384219
75% Corpus,17,symmetric,0.61,0.4105326931036517
75% Corpus,17,symmetric,0.9099999999999999,0.40300338083014586
75% Corpus,17,symmetric,symmetric,0.40954693376849843
75% Corpus,17,asymmetric,0.01,0.46703026793617175
75% Corpus,17,asymmetric,0.31,0.43491136090588134
75% Corpus,17,asymmetric,0.61,0.43146814348121454
75% Corpus,17,asymmetric,0.9099999999999999,0.3832670164645423
75% Corpus,17,asymmetric,symmetric,0.46931706290491926
75% Corpus,18,0.01,0.01,0.4418225556382183
75% Corpus,18,0.01,0.31,0.4332385312627382
75% Corpus,18,0.01,0.61,0.41579811598933375
75% Corpus,18,0.01,0.9099999999999999,0.40799114489134297
75% Corpus,18,0.01,symmetric,0.44916500454385033
75% Corpus,18,0.31,0.01,0.39979542330006645
75% Corpus,18,0.31,0.31,0.40239230206896187
75% Corpus,18,0.31,0.61,0.40261290159136043
75% Corpus,18,0.31,0.9099999999999999,0.4017623783966874
75% Corpus,18,0.31,symmetric,0.40408599593335776
75% Corpus,18,0.61,0.01,0.43300768710231996
75% Corpus,18,0.61,0.31,0.4433665412077564
75% Corpus,18,0.61,0.61,0.4493709285136071
75% Corpus,18,0.61,0.9099999999999999,0.43978825461341015
75% Corpus,18,0.61,symmetric,0.4355945354904218
75% Corpus,18,0.9099999999999999,0.01,0.4472701948706485
75% Corpus,18,0.9099999999999999,0.31,0.4378825087402969
75% Corpus,18,0.9099999999999999,0.61,0.4317005607359323
75% Corpus,18,0.9099999999999999,0.9099999999999999,0.4095405050377097
75% Corpus,18,0.9099999999999999,symmetric,0.45059972358449507
75% Corpus,18,symmetric,0.01,0.4402730400238124
75% Corpus,18,symmetric,0.31,0.4205516929118069
75% Corpus,18,symmetric,0.61,0.4081502399122462
75% Corpus,18,symmetric,0.9099999999999999,0.4071709473862627
75% Corpus,18,symmetric,symmetric,0.43717049818743525
75% Corpus,18,asymmetric,0.01,0.44569529616033954
75% Corpus,18,asymmetric,0.31,0.4360501820199312
75% Corpus,18,asymmetric,0.61,0.4298714116130079
75% Corpus,18,asymmetric,0.9099999999999999,0.4195780467027422
75% Corpus,18,asymmetric,symmetric,0.4455887715805598
75% Corpus,19,0.01,0.01,0.4321485218906788
75% Corpus,19,0.01,0.31,0.40629193670994956
75% Corpus,19,0.01,0.61,0.4066438993661509
75% Corpus,19,0.01,0.9099999999999999,0.393831533317983
75% Corpus,19,0.01,symmetric,0.42836291218547895
75% Corpus,19,0.31,0.01,0.42888210031649965
75% Corpus,19,0.31,0.31,0.4163494627147263
75% Corpus,19,0.31,0.61,0.4091887286097492
75% Corpus,19,0.31,0.9099999999999999,0.4046976975823649
75% Corpus,19,0.31,symmetric,0.42023612972124197
75% Corpus,19,0.61,0.01,0.43492940645295125
75% Corpus,19,0.61,0.31,0.43495398267957097
75% Corpus,19,0.61,0.61,0.4376356079620593
75% Corpus,19,0.61,0.9099999999999999,0.42633247138512165
75% Corpus,19,0.61,symmetric,0.43766746301044207
75% Corpus,19,0.9099999999999999,0.01,0.4088682984150426
75% Corpus,19,0.9099999999999999,0.31,0.42196136692558517
75% Corpus,19,0.9099999999999999,0.61,0.4159980536220226
75% Corpus,19,0.9099999999999999,0.9099999999999999,0.38622770675857704
75% Corpus,19,0.9099999999999999,symmetric,0.4245329856261984
75% Corpus,19,symmetric,0.01,0.4182470657648584
75% Corpus,19,symmetric,0.31,0.40379161563228294
75% Corpus,19,symmetric,0.61,0.4043504150596387
75% Corpus,19,symmetric,0.9099999999999999,0.40207074221755634
75% Corpus,19,symmetric,symmetric,0.4223825267630178
75% Corpus,19,asymmetric,0.01,0.4110677909516382
75% Corpus,19,asymmetric,0.31,0.4141873094184692
75% Corpus,19,asymmetric,0.61,0.4186831512987914
75% Corpus,19,asymmetric,0.9099999999999999,0.4159631939248887
75% Corpus,19,asymmetric,symmetric,0.4063016713736484
75% Corpus,20,0.01,0.01,0.44153917401051046
75% Corpus,20,0.01,0.31,0.4369032549828978
75% Corpus,20,0.01,0.61,0.4140706555367646
75% Corpus,20,0.01,0.9099999999999999,0.42719040460043034
75% Corpus,20,0.01,symmetric,0.42616684827723283
75% Corpus,20,0.31,0.01,0.4217814486059298
75% Corpus,20,0.31,0.31,0.3953914917976939
75% Corpus,20,0.31,0.61,0.3972572977959573
75% Corpus,20,0.31,0.9099999999999999,0.39543617002140513
75% Corpus,20,0.31,symmetric,0.42462550368787877
75% Corpus,20,0.61,0.01,0.451091456256815
75% Corpus,20,0.61,0.31,0.45327141636404844
75% Corpus,20,0.61,0.61,0.4391222776675378
75% Corpus,20,0.61,0.9099999999999999,0.41749546264319964
75% Corpus,20,0.61,symmetric,0.4528332088452978
75% Corpus,20,0.9099999999999999,0.01,0.42384062188657123
75% Corpus,20,0.9099999999999999,0.31,0.4117927007638274
75% Corpus,20,0.9099999999999999,0.61,0.39760335234669514
75% Corpus,20,0.9099999999999999,0.9099999999999999,0.3829084390925663
75% Corpus,20,0.9099999999999999,symmetric,0.422464378795168
75% Corpus,20,symmetric,0.01,0.4548399561108808
75% Corpus,20,symmetric,0.31,0.43974947087685934
75% Corpus,20,symmetric,0.61,0.42257825203946336
75% Corpus,20,symmetric,0.9099999999999999,0.43224539727292494
75% Corpus,20,symmetric,symmetric,0.4540949532715384
75% Corpus,20,asymmetric,0.01,0.441497656361667
75% Corpus,20,asymmetric,0.31,0.42472969640126734
75% Corpus,20,asymmetric,0.61,0.42163720517169717
75% Corpus,20,asymmetric,0.9099999999999999,0.3874440626597795
75% Corpus,20,asymmetric,symmetric,0.4390481090922333
75% Corpus,21,0.01,0.01,0.4203882764844819
75% Corpus,21,0.01,0.31,0.4118834986566575
75% Corpus,21,0.01,0.61,0.40479124107113407
75% Corpus,21,0.01,0.9099999999999999,0.3970449248042914
75% Corpus,21,0.01,symmetric,0.4241021463853236
75% Corpus,21,0.31,0.01,0.4307746560220981
75% Corpus,21,0.31,0.31,0.41070736259089236
75% Corpus,21,0.31,0.61,0.41149943322970506
75% Corpus,21,0.31,0.9099999999999999,0.4107294455031677
